epoch,elbo,nll,kl,prior_mean,prior_std
363,[16164.174],7138.651,[9025.524],-0.001383847,0.049654278
,,,,,
364,[16266.12],7234.4,[9031.722],-0.001421883,0.049632451
,,,,,
365,[16116.28],7091.297,[9024.973],-0.001434248,0.049622725
,,,,,
366,[16110.439],7097.993,[9012.437],-0.001470094,0.049594065
,,,,,
367,[16003.445],6994.939,[9008.507],-0.001383904,0.049605444
,,,,,
368,[16143.269],7120.5786,[9022.683],-0.001368386,0.049604767
,,,,,
369,[16189.6455],7166.152,[9023.489],-0.001247238,0.049627753
,,,,,
370,[16058.67],7037.0356,[9021.634],-0.001292637,0.049612255
,,,,,
371,[16189.687],7167.4434,[9022.252],-0.001308149,0.049590885
,,,,,
372,[16238.417],7213.9517,[9024.471],-0.001330357,0.049582835
,,,,,
373,[16013.21],6995.5454,[9017.6455],-0.001348587,0.049588757
,,,,,
374,[15870.785],6858.7314,[9012.055],-0.001404398,0.049554703
,,,,,
375,[15903.772],6908.931,[8994.829],-0.001388412,0.049552989
,,,,,
376,[16204.273],7209.7197,[8994.542],-0.001313761,0.04956546
,,,,,
377,[16024.848],7031.028,[8993.812],-0.001294262,0.049550658
,,,,,
378,[15989.015],6996.7773,[8992.233],-0.001315571,0.049524937
,,,,,
379,[16001.872],7022.3496,[8979.52],-0.001258896,0.049528308
,,,,,
380,[16162.263],7170.361,[8991.899],-0.00128617,0.04952254
,,,,,
381,[16102.866],7103.228,[8999.63],-0.001276192,0.049503763
,,,,,
382,[16140.721],7146.953,[8993.7705],-0.001351431,0.049483034
,,,,,
383,[16037.757],7044.41,[8993.354],-0.001328374,0.049478175
,,,,,
384,[15992.648],7008.9097,[8983.753],-0.001401647,0.049466506
,,,,,
385,[15923.885],6948.21,[8975.666],-0.001365671,0.049466121
,,,,,
386,[16040.751],7056.375,[8984.383],-0.00129765,0.049473796
,,,,,
387,[16026.585],7035.8784,[8990.695],-0.001384856,0.049449226
,,,,,
388,[16043.167],7050.85,[8992.323],-0.001372512,0.049431616
,,,,,
389,[15998.924],7009.137,[8989.785],-0.001460368,0.049406473
,,,,,
390,[16138.45],7150.589,[8987.858],-0.001318504,0.049437435
,,,,,
391,[16175.824],7179.15,[8996.682],-0.00140161,0.049416506
,,,,,
392,[15941.15],6956.9863,[8984.159],-0.001361213,0.049416149
,,,,,
393,[16031.726],7047.0415,[8984.68],-0.001371346,0.049410779
,,,,,
394,[15966.885],6984.3047,[8982.573],-0.001406885,0.049394642
,,,,,
395,[16085.703],7097.165,[8988.529],-0.001466409,0.049372359
,,,,,
396,[16019.054],7040.6665,[8978.401],-0.001417349,0.049381778
,,,,,
397,[15913.029],6938.341,[8974.69],-0.001443422,0.049365832
,,,,,
398,[15956.969],6971.8804,[8985.092],-0.001428237,0.049361022
,,,,,
399,[15965.3955],6981.8955,[8983.51],-0.001291686,0.0493698
,,,,,
400,[16080.452],7098.1304,[8982.319],-0.001343971,0.049354262
,,,,,
401,[15959.047],6967.5103,[8991.538],-0.001273355,0.049356389
,,,,,
402,[15825.757],6866.3174,[8959.437],-0.001349191,0.049338876
,,,,,
403,[15854.905],6897.906,[8956.995],-0.001416557,0.049333801
,,,,,
404,[15998.288],7022.22,[8976.056],-0.001333708,0.049341471
,,,,,
405,[15695.1455],6732.871,[8962.266],-0.001356606,0.049317481
,,,,,
406,[15871.202],6907.744,[8963.468],-0.001286909,0.049326207
,,,,,
407,[15865.246],6893.45,[8971.802],-0.00133807,0.049302362
,,,,,
408,[15859.41],6906.824,[8952.577],-0.001288946,0.049302483
,,,,,
409,[16020.513],7056.3677,[8964.142],-0.001358669,0.049276714
,,,,,
410,[16063.359],7098.9795,[8964.375],-0.001313207,0.049284824
,,,,,
411,[15737.145],6774.7397,[8962.415],-0.00145694,0.049247142
,,,,,
412,[15779.09],6810.614,[8968.475],-0.001303891,0.049272062
,,,,,
413,[15898.342],6933.5054,[8964.826],-0.001364317,0.049242941
,,,,,
414,[15879.846],6920.651,[8959.194],-0.001343848,0.049231414
,,,,,
415,[15937.123],6977.134,[8960.003],-0.001268285,0.049248065
,,,,,
416,[15841.139],6876.5986,[8964.538],-0.001408786,0.049194845
,,,,,
417,[15782.167],6831.722,[8950.438],-0.001355977,0.049219593
,,,,,
418,[15855.428],6918.494,[8936.93],-0.00137177,0.049190139
,,,,,
419,[15878.861],6925.328,[8953.525],-0.001313238,0.049203338
,,,,,
420,[15869.083],6913.8726,[8955.213],-0.001317538,0.049190075
,,,,,
421,[15946.884],6984.649,[8962.223],-0.001354053,0.049177341
,,,,,
422,[15771.227],6827.1157,[8944.109],-0.001325182,0.04915739
,,,,,
423,[15886.025],6932.208,[8953.807],-0.001185703,0.049175744
,,,,,
424,[15921.4],6964.0757,[8957.303],-0.001205106,0.04916532
,,,,,
425,[15892.279],6947.1006,[8945.186],-0.001198898,0.049172399
,,,,,
426,[15838.826],6877.876,[8960.951],-0.001284195,0.049150307
,,,,,
427,[15897.055],6945.916,[8951.142],-0.001288684,0.049147341
,,,,,
428,[15845.379],6884.803,[8960.575],-0.001288773,0.049148345
,,,,,
429,[15906.42],6959.857,[8946.555],-0.001336977,0.049125524
,,,,,
430,[15886.104],6923.4478,[8962.649],-0.001279235,0.04913785
,,,,,
431,[15866.174],6910.615,[8955.569],-0.001271042,0.049120115
,,,,,
432,[15915.231],6941.633,[8973.602],-0.001248656,0.049115803
,,,,,
433,[15808.187],6851.699,[8956.486],-0.001271076,0.049094884
,,,,,
434,[15769.777],6815.7197,[8954.046],-0.001281179,0.04907464
,,,,,
435,[15838.622],6907.7705,[8930.866],-0.001213389,0.049076499
,,,,,
436,[15631.171],6678.6187,[8952.549],-0.001159133,0.049086052
,,,,,
437,[15930.996],6986.057,[8944.939],-0.001208897,0.049076316
,,,,,
438,[15714.26],6762.788,[8951.461],-0.001134087,0.049074469
,,,,,
439,[15770.182],6836.3906,[8933.776],-0.001149746,0.049056148
,,,,,
440,[15843.06],6907.5337,[8935.541],-0.001167856,0.049049247
,,,,,
441,[15871.597],6936.609,[8934.997],-0.001188379,0.049046607
,,,,,
442,[15675.985],6736.3833,[8939.603],-0.00114735,0.049037156
,,,,,
443,[15874.93],6930.0596,[8944.87],-0.001124621,0.049045975
,,,,,
444,[15879.7705],6916.2295,[8963.545],-0.00117602,0.049020265
,,,,,
445,[15860.465],6904.3315,[8956.132],-0.001197676,0.048995822
,,,,,
446,[15897.886],6947.537,[8950.34],-0.0011561,0.04901956
,,,,,
447,[15837.172],6875.51,[8961.667],-0.001186879,0.048991601
,,,,,
448,[15870.873],6915.1367,[8955.727],-0.00112847,0.049004673
,,,,,
449,[15787.865],6832.4014,[8955.473],-0.001121562,0.048988068
,,,,,
450,[15682.01],6730.9004,[8951.116],-0.001175469,0.048973431
,,,,,
451,[15791.509],6853.6245,[8937.878],-0.001210434,0.048955028
,,,,,
452,[15700.015],6749.8994,[8950.128],-0.001135678,0.048982668
,,,,,
453,[15827.091],6872.7686,[8954.333],-0.001223907,0.048948763
,,,,,
454,[15893.55],6939.6445,[8953.902],-0.001211184,0.048937703
,,,,,
455,[15801.797],6851.94,[8949.865],-0.001284413,0.048924567
,,,,,
456,[15779.916],6828.057,[8951.856],-0.001200682,0.048930752
,,,,,
457,[15702.168],6763.0776,[8939.1],-0.001233177,0.048913589
,,,,,
458,[15820.083],6887.91,[8932.1875],-0.001251625,0.048901588
,,,,,
459,[15818.02],6886.0615,[8931.952],-0.001256184,0.048878413
,,,,,
460,[15957.635],7032.357,[8925.282],-0.001271602,0.048870384
,,,,,
461,[15817.25],6878.6045,[8938.631],-0.001316442,0.048864754
,,,,,
462,[15837.16],6911.8086,[8925.351],-0.00127841,0.048861659
,,,,,
463,[15718.93],6795.05,[8923.875],-0.001366929,0.048841474
,,,,,
464,[15771.98],6855.2285,[8916.739],-0.001321628,0.048845591
,,,,,
465,[15783.74],6851.543,[8932.194],-0.001293206,0.048840168
,,,,,
466,[15866.085],6933.4756,[8932.61],-0.001347544,0.048818682
,,,,,
467,[15668.378],6747.221,[8921.158],-0.001449811,0.048781241
,,,,,
468,[15756.562],6844.2896,[8912.27],-0.001426106,0.048783182
,,,,,
469,[15860.316],6953.4385,[8906.864],-0.001337676,0.048787752
,,,,,
470,[15775.135],6861.0884,[8914.042],-0.00138471,0.048765894
,,,,,
471,[15808.232],6897.2017,[8911.032],-0.001390739,0.048754957
,,,,,
472,[15884.005],6974.3467,[8909.651],-0.001386656,0.048747672
,,,,,
473,[15722.202],6798.5854,[8923.629],-0.001353143,0.048752436
,,,,,
474,[15561.702],6630.8022,[8930.894],-0.001370011,0.048742339
,,,,,
475,[15831.275],6895.9536,[8935.325],-0.001243629,0.048770986
,,,,,
476,[15806.971],6857.9175,[8949.033],-0.001387624,0.048726577
,,,,,
477,[15647.723],6734.119,[8913.6],-0.00140861,0.048706968
,,,,,
478,[15884.316],6958.3184,[8926.007],-0.001318427,0.048700015
,,,,,
479,[15811.468],6891.974,[8919.496],-0.001320947,0.048693314
,,,,,
480,[15715.962],6797.64,[8918.315],-0.001380329,0.048678434
,,,,,
481,[15697.176],6779.834,[8917.35],-0.001334482,0.048678302
,,,,,
482,[15759.739],6829.638,[8930.085],-0.001264314,0.04868211
,,,,,
483,[15732.108],6793.5703,[8938.531],-0.001250404,0.048674592
,,,,,
484,[15848.263],6924.946,[8923.312],-0.001277492,0.048647394
,,,,,
485,[15662.623],6729.1167,[8933.521],-0.001239798,0.048646625
,,,,,
486,[15665.354],6737.7563,[8927.607],-0.001344097,0.048634865
,,,,,
487,[15830.588],6889.4106,[8941.186],-0.001350617,0.048628132
,,,,,
488,[15623.13],6681.9614,[8941.176],-0.00138619,0.048614831
,,,,,
489,[15667.009],6742.736,[8924.276],-0.001343846,0.04861943
,,,,,
490,[15842.756],6908.899,[8933.869],-0.001415731,0.048585466
,,,,,
491,[15744.196],6818.726,[8925.475],-0.001464777,0.048574052
,,,,,
492,[15732.011],6797.063,[8934.947],-0.001330962,0.048601414
,,,,,
493,[15682.6455],6754.7393,[8927.8955],-0.001343105,0.048583505
,,,,,
494,[15619.526],6706.637,[8912.89],-0.001401827,0.048550574
,,,,,
495,[15605.953],6700.7397,[8905.222],-0.001376184,0.048555172
,,,,,
496,[15680.584],6793.8955,[8886.696],-0.001349197,0.048545682
,,,,,
497,[15585.686],6687.4814,[8898.213],-0.001273517,0.048553917
,,,,,
498,[15624.788],6723.8438,[8900.934],-0.001326766,0.048521379
,,,,,
499,[15777.287],6865.753,[8911.534],-0.001214171,0.048542143
,,,,,
500,[15719.428],6801.0054,[8918.438],-0.001168839,0.048556982
,,,,,
501,[15736.715],6823.5366,[8913.172],-0.001287988,0.04851775
,,,,,
502,[15800.535],6903.0625,[8897.464],-0.00134344,0.048519928
,,,,,
503,[15721.456],6834.2134,[8887.237],-0.001305702,0.048505395
,,,,,
504,[15629.03],6736.8555,[8892.173],-0.001219038,0.048520236
,,,,,
505,[15663.333],6754.558,[8908.787],-0.00129726,0.04847916
,,,,,
506,[15441.7295],6568.6494,[8873.072],-0.001330015,0.048471997
,,,,,
507,[15748.819],6855.766,[8893.051],-0.001231366,0.048485461
,,,,,
508,[15790.814],6895.655,[8895.148],-0.001283367,0.048471185
,,,,,
509,[15702.732],6806.7695,[8895.954],-0.001246124,0.048465536
,,,,,
510,[15786.502],6896.63,[8889.882],-0.001261205,0.048443387
,,,,,
511,[15875.131],6989.017,[8886.108],-0.001286402,0.048426585
,,,,,
512,[15766.803],6880.3726,[8886.429],-0.001332213,0.048411644
,,,,,
513,[15726.457],6807.87,[8918.579],-0.001222296,0.04843383
,,,,,
514,[15641.832],6739.5283,[8902.297],-0.001274363,0.048404447
,,,,,
515,[15380.897],6489.601,[8891.292],-0.001302404,0.048397778
,,,,,
516,[15685.75],6797.1455,[8888.603],-0.001285793,0.048379574
,,,,,
517,[15560.392],6700.077,[8860.317],-0.001320965,0.04836072
,,,,,
518,[15602.978],6748.2466,[8854.739],-0.001214172,0.048384936
,,,,,
519,[15648.03],6767.1523,[8880.888],-0.001279684,0.048359892
,,,,,
520,[15854.565],6965.1943,[8889.345],-0.001202972,0.048372573
,,,,,
521,[15676.078],6783.2876,[8892.786],-0.001256015,0.048363258
,,,,,
522,[15706.025],6825.97,[8880.047],-0.001337402,0.04833581
,,,,,
523,[15605.056],6722.9346,[8882.1045],-0.001323412,0.048315171
,,,,,
524,[15532.011],6647.2734,[8884.729],-0.001251388,0.048322452
,,,,,
525,[15575.303],6695.5903,[8879.711],-0.001323981,0.04830105
,,,,,
526,[15816.482],6949.3423,[8867.138],-0.001228578,0.048326081
,,,,,
527,[15826.22],6937.3374,[8888.885],-0.001272863,0.04830445
,,,,,
528,[15738.807],6828.2163,[8910.601],-0.001206379,0.048313688
,,,,,
529,[15715.247],6810.913,[8904.328],-0.00124767,0.04828756
,,,,,
530,[15562.956],6672.1885,[8890.763],-0.00132901,0.048266199
,,,,,
531,[15693.609],6811.2886,[8882.334],-0.001267851,0.048270535
,,,,,
532,[15683.691],6809.6895,[8874.006],-0.001297761,0.048252801
,,,,,
533,[15571.961],6684.9834,[8886.977],-0.001232988,0.048258645
,,,,,
534,[15490.141],6608.5645,[8881.572],-0.001285428,0.048240516
,,,,,
535,[15555.198],6691.0444,[8864.1455],-0.001311469,0.048237536
,,,,,
536,[15583.863],6701.2266,[8882.638],-0.001311448,0.048234747
,,,,,
537,[15704.571],6835.6885,[8868.878],-0.00129115,0.048238316
,,,,,
538,[15639.811],6758.3438,[8881.46],-0.00123864,0.048242951
,,,,,
539,[15552.982],6689.9927,[8862.996],-0.001266212,0.048236173
,,,,,
540,[15629.623],6751.5874,[8878.032],-0.001314868,0.048222251
,,,,,
541,[15755.301],6871.458,[8883.846],-0.001371703,0.048192385
,,,,,
542,[15605.801],6746.3384,[8859.459],-0.001339882,0.048194298
,,,,,
543,[15644.394],6790.999,[8853.386],-0.001336466,0.048186227
,,,,,
544,[15569.781],6714.623,[8855.157],-0.001284569,0.04818252
,,,,,
545,[15520.262],6653.208,[8867.055],-0.001315925,0.048177951
,,,,,
546,[15468.497],6606.798,[8861.695],-0.001228747,0.048184563
,,,,,
547,[15643.736],6769.8027,[8873.936],-0.001265472,0.048172666
,,,,,
548,[15526.55],6677.6436,[8848.911],-0.001241634,0.048161161
,,,,,
549,[15573.505],6727.094,[8846.419],-0.001310333,0.0481289
,,,,,
550,[15647.082],6813.408,[8833.672],-0.001320262,0.048129317
,,,,,
551,[15481.351],6665.0356,[8816.327],-0.001254629,0.048117277
,,,,,
552,[15429.574],6591.816,[8837.768],-0.001282497,0.048101476
,,,,,
553,[15587.222],6770.246,[8816.965],-0.001379121,0.048085497
,,,,,
554,[15635.717],6820.3887,[8815.332],-0.00132789,0.048081687
,,,,,
555,[15516.67],6696.355,[8820.317],-0.001234706,0.048095315
,,,,,
556,[15522.624],6693.495,[8829.132],-0.0012347,0.048083193
,,,,,
557,[15589.66],6751.222,[8838.444],-0.001123933,0.048102343
,,,,,
558,[15633.966],6786.7476,[8847.224],-0.001151936,0.04809868
,,,,,
559,[15595.176],6743.6797,[8851.501],-0.001153531,0.04808193
,,,,,
560,[15611.3955],6755.8813,[8855.518],-0.001189573,0.048082099
,,,,,
561,[15596.338],6736.789,[8859.547],-0.001132054,0.048098825
,,,,,
562,[15505.236],6638.578,[8866.658],-0.001210234,0.04808173
,,,,,
563,[15572.975],6724.5396,[8848.436],-0.001228025,0.048068273
,,,,,
564,[15361.1],6514.221,[8846.875],-0.001156167,0.048072276
,,,,,
565,[15570.022],6736.6797,[8833.352],-0.001162071,0.048073104
,,,,,
566,[15606.789],6771.34,[8835.464],-0.001212651,0.048068708
,,,,,
567,[15520.106],6683.5557,[8836.559],-0.001252419,0.048039878
,,,,,
568,[15578.884],6748.376,[8830.504],-0.001183722,0.048059077
,,,,,
569,[15524.807],6694.107,[8830.707],-0.001131702,0.048064382
,,,,,
570,[15439.522],6609.7,[8829.832],-0.001181549,0.048042026
,,,,,
571,[15631.543],6802.4536,[8829.088],-0.001169931,0.048028973
,,,,,
572,[15745.095],6924.8506,[8820.235],-0.00109582,0.048025891
,,,,,
573,[15498.011],6675.3794,[8822.622],-0.001151666,0.048018788
,,,,,
574,[15621.569],6792.385,[8829.183],-0.001124569,0.048034772
,,,,,
575,[15490.017],6665.329,[8824.685],-0.001191412,0.048011177
,,,,,
576,[15545.053],6719.673,[8825.387],-0.001112229,0.048020573
,,,,,
577,[15571.326],6734.47,[8836.847],-0.00106532,0.048012884
,,,,,
578,[15530.157],6704.223,[8825.928],-0.001182805,0.047979153
,,,,,
579,[15429.735],6621.238,[8808.496],-0.001206597,0.047975734
,,,,,
580,[15533.441],6715.714,[8817.725],-0.001250229,0.047964947
,,,,,
581,[15494.974],6660.9287,[8834.041],-0.001202632,0.04796674
,,,,,
582,[15504.157],6674.145,[8829.992],-0.001264585,0.047946077
,,,,,
583,[15456.514],6626.7583,[8829.765],-0.001213735,0.047952837
,,,,,
584,[15548.316],6724.9517,[8823.371],-0.001172813,0.047950849
,,,,,
585,[15590.092],6746.3286,[8843.774],-0.001174625,0.047944853
,,,,,
586,[15463.517],6637.9155,[8825.598],-0.001169151,0.047911691
,,,,,
587,[15493.684],6674.2188,[8819.472],-0.00112133,0.047898932
,,,,,
588,[15385.222],6583.021,[8802.184],-0.001076693,0.047902336
,,,,,
589,[15448.495],6649.103,[8799.384],-0.001138813,0.047883951
,,,,,
590,[15527.097],6716.794,[8810.305],-0.001048337,0.047894263
,,,,,
591,[15456.98],6646.2983,[8810.685],-0.001137071,0.047860717
,,,,,
592,[15410.297],6618.241,[8792.035],-0.001075029,0.047873614
,,,,,
593,[15404.005],6605.1313,[8798.872],-0.00102643,0.047878781
,,,,,
594,[15502.166],6705.186,[8796.978],-0.00105181,0.047867712
,,,,,
595,[15396.111],6592.582,[8803.524],-0.001067978,0.047851804
,,,,,
596,[15468.454],6666.6787,[8801.775],-0.001019269,0.047848711
,,,,,
597,[15572.883],6773.1846,[8799.697],-0.000999243,0.047848421
,,,,,
598,[15386.562],6568.69,[8817.858],-0.001090074,0.047828243
,,,,,
599,[15404.614],6614.6963,[8789.93],-0.001115408,0.047826356
,,,,,
600,[15433.508],6646.6367,[8786.867],-0.001154517,0.047808874
,,,,,
601,[15599.486],6803.7666,[8795.727],-0.001087178,0.047805188
,,,,,
602,[15376.053],6581.92,[8794.137],-0.001209069,0.047784746
,,,,,
603,[15383.449],6606.153,[8777.309],-0.001149635,0.047796068
,,,,,
604,[15432.8],6642.7627,[8790.038],-0.001038274,0.047791612
,,,,,
605,[15486.057],6696.546,[8789.515],-0.001084477,0.047771602
,,,,,
606,[15472.842],6663.103,[8809.732],-0.001039831,0.047780903
,,,,,
607,[15354.908],6540.5737,[8814.352],-0.001063166,0.047761176
,,,,,
608,[15394.563],6589.97,[8804.601],-0.00114943,0.047746781
,,,,,
609,[15554.617],6748.698,[8805.916],-0.001144593,0.04774223
,,,,,
610,[15520.664],6716.9893,[8803.678],-0.001104471,0.047728644
,,,,,
611,[15453.369],6670.283,[8783.079],-0.001156931,0.04771095
,,,,,
612,[15565.515],6771.0723,[8794.458],-0.001118351,0.04772211
,,,,,
613,[15587.109],6784.994,[8802.106],-0.00107205,0.047720364
,,,,,
614,[15262.456],6460.6294,[8801.827],-0.001065994,0.047698746
,,,,,
615,[15497.722],6707.6562,[8790.041],-0.001073689,0.047683145
,,,,,
616,[15438.412],6674.239,[8764.172],-0.001115227,0.047664583
,,,,,
617,[15507.343],6752.571,[8754.774],-0.001073793,0.047663561
,,,,,
618,[15463.131],6707.774,[8755.351],-0.001139199,0.047649823
,,,,,
619,[15382.897],6618.326,[8764.578],-0.001161738,0.047646886
,,,,,
620,[15326.938],6560.7954,[8766.13],-0.001119352,0.047641811
,,,,,
621,[15437.42],6670.8154,[8766.621],-0.001088162,0.04764769
,,,,,
622,[15385.144],6610.6514,[8774.5],-0.001069011,0.047647661
,,,,,
623,[15399.266],6648.1523,[8751.108],-0.001152399,0.047609627
,,,,,
624,[15356.163],6594.193,[8761.982],-0.001034624,0.047652149
,,,,,
625,[15488.569],6715.455,[8773.119],-0.001077289,0.047635803
,,,,,
626,[15458.858],6687.094,[8771.773],-0.001055297,0.047621717
,,,,,
627,[15403.628],6623.383,[8780.239],-0.001000656,0.047619783
,,,,,
628,[15377.047],6617.3047,[8759.755],-0.001089017,0.047603369
,,,,,
629,[15548.234],6772.4556,[8775.783],-0.001033853,0.047601997
,,,,,
630,[15428.868],6654.5557,[8774.316],-0.001079151,0.047599257
,,,,,
631,[15443.679],6671.1104,[8772.566],-0.001139951,0.047581872
,,,,,
632,[15300.933],6527.7407,[8773.1875],-0.001082172,0.047585717
,,,,,
633,[15557.308],6783.6074,[8773.713],-0.001106373,0.04757203
,,,,,
634,[15495.896],6734.4585,[8761.434],-0.001185762,0.047556841
,,,,,
635,[15323.8545],6553.4927,[8770.36],-0.0012033,0.047539429
,,,,,
636,[15398.703],6635.2407,[8763.457],-0.001174001,0.047546354
,,,,,
637,[15370.281],6619.0103,[8751.272],-0.001172613,0.047546779
,,,,,
638,[15525.539],6757.0757,[8768.459],-0.001085716,0.047535839
,,,,,
639,[15529.35],6778.3315,[8751.025],-0.001144463,0.047511147
,,,,,
640,[15405.913],6644.5425,[8761.377],-0.001131558,0.047515203
,,,,,
641,[15509.4375],6749.7754,[8759.654],-0.001060226,0.047527579
,,,,,
642,[15355.773],6589.3037,[8766.454],-0.001147942,0.047492603
,,,,,
643,[15314.023],6562.0454,[8751.972],-0.001009949,0.047507602
,,,,,
644,[15442.657],6679.7026,[8762.939],-0.001040994,0.04750345
,,,,,
645,[15366.638],6593.272,[8773.36],-0.000980004,0.047502752
,,,,,
646,[15461.428],6677.8877,[8783.539],-0.001044014,0.047478601
,,,,,
647,[15342.599],6577.88,[8764.716],-0.001078242,0.047471278
,,,,,
648,[15228.403],6464.2476,[8764.161],-0.00112751,0.047452097
,,,,,
649,[15456.99],6698.302,[8758.694],-0.00108984,0.047462082
,,,,,
650,[15418.259],6661.833,[8756.42],-0.001139897,0.047446057
,,,,,
651,[15295.204],6537.415,[8757.797],-0.001147434,0.047448179
,,,,,
652,[15241.064],6479.0186,[8762.05],-0.001108084,0.047443338
,,,,,
653,[15382.602],6627.101,[8755.504],-0.001046978,0.047455334
,,,,,
654,[15316.994],6555.552,[8761.435],-0.001047816,0.047462999
,,,,,
655,[15240.792],6496.283,[8744.511],-0.001047228,0.047446615
,,,,,
656,[15446.838],6691.222,[8755.634],-0.000985045,0.047449825
,,,,,
657,[15476.109],6717.814,[8758.288],-0.00099304,0.047444419
,,,,,
658,[15360.739],6591.8335,[8768.91],-0.000948746,0.047441215
,,,,,
659,[15356.13],6589.8896,[8766.239],-0.001032782,0.047410955
,,,,,
660,[15393.167],6636.015,[8757.158],-0.001049449,0.047404007
,,,,,
661,[15389.796],6635.186,[8754.615],-0.00104591,0.047391209
,,,,,
662,[15378.547],6609.3633,[8769.183],-0.001006249,0.047406288
,,,,,
663,[15267.454],6511.332,[8756.127],-0.001074901,0.047377845
,,,,,
664,[15276.449],6532.0825,[8744.359],-0.001182588,0.047360422
,,,,,
665,[15294.277],6544.838,[8749.439],-0.001096579,0.047369449
,,,,,
666,[15270.687],6521.1426,[8749.542],-0.001096575,0.047363688
,,,,,
667,[15212.4],6466.452,[8745.949],-0.001020457,0.047363844
,,,,,
668,[15475.148],6741.721,[8733.425],-0.001027147,0.047342771
,,,,,
669,[15429.598],6677.81,[8751.783],-0.001013806,0.047359401
,,,,,
670,[15301.102],6547.8613,[8753.237],-0.001123154,0.047319987
,,,,,
671,[15390.818],6649.974,[8740.848],-0.001116837,0.047343297
,,,,,
672,[15286.642],6535.238,[8751.401],-0.001109154,0.04733257
,,,,,
673,[15287.8],6541.1226,[8746.675],-0.001127752,0.0473261
,,,,,
674,[15221.505],6486.8477,[8734.655],-0.001090833,0.047325742
,,,,,
675,[15170.978],6424.5703,[8746.403],-0.001015779,0.047311077
,,,,,
676,[15276.056],6527.5205,[8748.539],-0.000990272,0.047311394
,,,,,
677,[15337.11],6607.922,[8729.206],-0.001041096,0.047293025
,,,,,
678,[15345.269],6625.374,[8719.896],-0.001015077,0.047293869
,,,,,
679,[15341.441],6611.425,[8730.013],-0.001008813,0.047286922
,,,,,
680,[15435.687],6713.819,[8721.868],-0.000983137,0.047276129
,,,,,
681,[15226.187],6492.1772,[8734.005],-0.000956292,0.047292353
,,,,,
682,[15413.281],6655.124,[8758.166],-0.001023204,0.04726567
,,,,,
683,[15238.427],6493.975,[8744.437],-0.001015297,0.047273659
,,,,,
684,[15298.246],6556.493,[8741.76],-0.001033657,0.04727105
,,,,,
685,[15275.821],6539.8735,[8735.955],-0.001052335,0.047263318
,,,,,
686,[15359.072],6624.844,[8734.245],-0.001074369,0.047260802
,,,,,
687,[15400.28],6668.3003,[8731.99],-0.001073411,0.047249587
,,,,,
688,[15321.861],6605.6655,[8716.206],-0.001085575,0.047242322
,,,,,
689,[15389.437],6664.2466,[8725.181],-0.001077837,0.047242412
,,,,,
690,[15407.2295],6687.2637,[8719.962],-0.001106869,0.047236157
,,,,,
691,[15333.349],6621.5977,[8711.748],-0.001110614,0.047239774
,,,,,
692,[15346.749],6624.922,[8721.824],-0.001099624,0.047236969
,,,,,
693,[15201.614],6482.2305,[8719.391],-0.001079954,0.047233003
,,,,,
694,[15388.733],6658.12,[8730.6045],-0.001086368,0.047223145
,,,,,
695,[15403.827],6677.8037,[8726.0205],-0.000981058,0.047242173
,,,,,
696,[15317.324],6572.591,[8744.742],-0.001015276,0.047231135
,,,,,
697,[15333.661],6591.2427,[8742.411],-0.000973822,0.04724256
,,,,,
698,[15424.469],6660.796,[8763.674],-0.001003018,0.047237397
,,,,,
699,[15364.302],6633.3496,[8730.953],-0.001039387,0.047218528
,,,,,
700,[15282.159],6556.167,[8725.998],-0.001103488,0.047213991
,,,,,
701,[15260.581],6536.7417,[8723.834],-0.001023534,0.047223235
,,,,,
702,[15249.1],6512.472,[8736.627],-0.001028026,0.047212246
,,,,,
703,[15226.206],6495.101,[8731.091],-0.001039648,0.047190109
,,,,,
704,[15255.272],6521.709,[8733.563],-0.001027725,0.047188318
,,,,,
705,[15340.641],6601.9844,[8738.651],-0.001019691,0.047175606
,,,,,
706,[15258.164],6524.977,[8733.2],-0.001058423,0.04716411
,,,,,
707,[15339.256],6609.9697,[8729.294],-0.000976126,0.047172955
,,,,,
708,[15231.819],6501.299,[8730.517],-0.001072349,0.047160025
,,,,,
709,[15362.829],6647.739,[8715.097],-0.001089316,0.047145052
,,,,,
710,[15365.072],6633.4097,[8731.666],-0.000900685,0.047170327
,,,,,
711,[15316.305],6580.0146,[8736.286],-0.000877892,0.047166208
,,,,,
712,[15281.519],6561.413,[8720.103],-0.00097508,0.04715189
,,,,,
713,[15381.685],6661.361,[8720.32],-0.000947789,0.047150499
,,,,,
714,[15221.086],6482.262,[8738.817],-0.000930484,0.047148708
,,,,,
715,[15224.955],6491.127,[8733.826],-0.000897828,0.047129843
,,,,,
716,[15071.6875],6349.9834,[8721.702],-0.000936127,0.047118151
,,,,,
717,[15268.211],6560.5654,[8707.656],-0.001022442,0.047108484
,,,,,
718,[15304.747],6593.2964,[8711.455],-0.000948952,0.047128716
,,,,,
719,[15323.26],6609.3105,[8713.941],-0.000959573,0.047113777
,,,,,
720,[15253.638],6539.2734,[8714.36],-0.000921542,0.047116789
,,,,,
721,[15335.701],6612.545,[8723.162],-0.000946917,0.047099982
,,,,,
722,[15276.511],6557.953,[8718.55],-0.000837401,0.047113946
,,,,,
723,[15234.191],6504.5166,[8729.685],-0.000813496,0.047109721
,,,,,
724,[15389.235],6658.501,[8730.731],-0.000892278,0.047101186
,,,,,
