epoch,elbo,nll,kl,prior_mean,prior_std
725,[15316.3545],6597.2446,[8719.11],-0.000876257,0.047078405
,,,,,
726,[15288.797],6581.8384,[8706.955],-0.000853207,0.047080078
,,,,,
727,[15240.334],6525.4976,[8714.821],-0.000869727,0.047072702
,,,,,
728,[15396.439],6679.6772,[8716.768],-0.000862597,0.04707631
,,,,,
729,[15294.387],6580.951,[8713.44],-0.000918702,0.047063476
,,,,,
730,[15232.302],6508.3916,[8723.917],-0.000862737,0.04705651
,,,,,
731,[15107.784],6395.4014,[8712.397],-0.000850646,0.047051355
,,,,,
732,[15438.369],6729.573,[8708.804],-0.000821402,0.04704823
,,,,,
733,[15176.978],6455.5693,[8721.409],-0.000803682,0.047029621
,,,,,
734,[15188.83],6488.339,[8700.487],-0.000863192,0.047021701
,,,,,
735,[15192.863],6494.606,[8698.256],-0.000958715,0.047001313
,,,,,
736,[15307.55],6617.7983,[8689.754],-0.000936722,0.047005906
,,,,,
737,[15245.516],6534.2705,[8711.235],-0.000863639,0.04700956
,,,,,
738,[15226.032],6514.035,[8712.003],-0.000801311,0.0470017
,,,,,
739,[15155.766],6448.312,[8707.441],-0.000784741,0.046996268
,,,,,
740,[15261.453],6565.5513,[8695.904],-0.000841835,0.046975478
,,,,,
741,[15233.499],6529.425,[8704.08],-0.000764779,0.046990438
,,,,,
742,[15263.479],6551.571,[8711.907],-0.00082107,0.046982066
,,,,,
743,[15257.571],6557.301,[8700.271],-0.000887399,0.046977645
,,,,,
744,[15328.269],6638.218,[8690.055],-0.000914423,0.046960703
,,,,,
745,[15264.031],6564.8384,[8699.189],-0.000982392,0.046956111
,,,,,
746,[15184.531],6476.646,[8707.902],-0.001006323,0.046951627
,,,,,
747,[15296.167],6585.5054,[8710.671],-0.000977673,0.046967412
,,,,,
748,[15268.609],6543.9414,[8724.666],-0.000982225,0.046955655
,,,,,
749,[15263.676],6565.634,[8698.029],-0.00100938,0.046942812
,,,,,
750,[15173.915],6483.641,[8690.27],-0.000971802,0.046947014
,,,,,
751,[15265.47],6554.948,[8710.525],-0.000967501,0.046930887
,,,,,
752,[15034.747],6357.69,[8677.073],-0.00092107,0.046924476
,,,,,
753,[15193.668],6512.555,[8681.112],-0.000994099,0.046906973
,,,,,
754,[15199.21],6523.004,[8676.204],-0.000952447,0.046919818
,,,,,
755,[15163.599],6468.5957,[8695.01],-0.001044706,0.046897017
,,,,,
756,[15188.164],6510.1777,[8678.002],-0.00105367,0.046906589
,,,,,
757,[15152.682],6451.3457,[8701.336],-0.000947367,0.046926533
,,,,,
758,[15233.086],6500.3267,[8732.769],-0.000883767,0.046914332
,,,,,
759,[15287.747],6566.515,[8721.249],-0.000935314,0.046910073
,,,,,
760,[15283.418],6558.083,[8725.3125],-0.000896168,0.046914633
,,,,,
761,[15230.347],6507.4365,[8722.903],-0.000833875,0.046917766
,,,,,
762,[15128.667],6409.3315,[8719.329],-0.000901373,0.046887707
,,,,,
763,[15185.263],6492.4517,[8692.799],-0.000878629,0.046895703
,,,,,
764,[15284.619],6586.0244,[8698.596],-0.000870226,0.046901008
,,,,,
765,[15245.482],6533.6445,[8711.836],-0.000882389,0.046878986
,,,,,
766,[15247.439],6547.3335,[8700.108],-0.000888382,0.046880829
,,,,,
767,[15233.747],6531.7817,[8701.964],-0.000936765,0.046868836
,,,,,
768,[15268.511],6577.186,[8691.333],-0.000954785,0.046859448
,,,,,
769,[15373.402],6673.6216,[8699.798],-0.000956754,0.046862479
,,,,,
770,[15178.374],6464.8013,[8713.573],-0.000893884,0.046867525
,,,,,
771,[15250.684],6548.159,[8702.522],-0.001019254,0.046840066
,,,,,
772,[15229.159],6536.6904,[8692.467],-0.00088026,0.046857907
,,,,,
773,[15282.692],6590.158,[8692.518],-0.000888603,0.046841617
,,,,,
774,[15270.408],6572.6973,[8697.714],-0.000826508,0.046833073
,,,,,
775,[15044.904],6360.7114,[8684.193],-0.000920637,0.046817158
,,,,,
776,[15047.475],6365.2793,[8682.195],-0.000821911,0.046825997
,,,,,
777,[15112.125],6444.279,[8667.853],-0.000861312,0.046815128
,,,,,
778,[15167.855],6511.9453,[8655.904],-0.000896827,0.04679676
,,,,,
779,[15270.303],6605.3696,[8664.941],-0.000799892,0.046808344
,,,,,
780,[15211.793],6522.632,[8689.17],-0.00077452,0.046805884
,,,,,
781,[15177.547],6482.128,[8695.421],-0.000790514,0.046817336
,,,,,
782,[15321.464],6624.616,[8696.861],-0.000754251,0.04681902
,,,,,
783,[15304.978],6612.0513,[8692.935],-0.000752301,0.046819433
,,,,,
784,[15183.703],6487.214,[8696.484],-0.000848005,0.046800882
,,,,,
785,[15185.132],6496.587,[8688.544],-0.000866805,0.046803863
,,,,,
786,[15292.006],6612.6846,[8679.333],-0.000870872,0.046800015
,,,,,
787,[15303.396],6604.8936,[8698.501],-0.000889236,0.046799916
,,,,,
788,[15140.182],6448.213,[8691.955],-0.000851078,0.046794385
,,,,,
789,[15196.907],6528.2275,[8668.6875],-0.000925424,0.04677189
,,,,,
790,[15219.868],6548.7153,[8671.155],-0.000885796,0.046774905
,,,,,
791,[15088.255],6409.8887,[8678.351],-0.000779727,0.046797182
,,,,,
792,[15282.924],6612.6484,[8670.273],-0.000793636,0.0467892
,,,,,
793,[15245.938],6570.0103,[8675.927],-0.000856299,0.046767497
,,,,,
794,[15170.431],6487.8364,[8682.582],-0.000819511,0.046762523
,,,,,
795,[15181.48],6500.6104,[8680.866],-0.000865014,0.046755908
,,,,,
796,[15080.881],6423.3213,[8657.553],-0.000935964,0.046733939
,,,,,
797,[15057.82],6407.622,[8650.195],-0.000896832,0.046743524
,,,,,
798,[15271.163],6606.483,[8664.68],-0.000911746,0.046748863
,,,,,
799,[15110.856],6436.3447,[8674.53],-0.000860163,0.046762319
,,,,,
800,[15202.55],6533.039,[8669.514],-0.000905196,0.046742243
,,,,,
801,[15252.],6586.5947,[8665.408],-0.000921789,0.046735113
,,,,,
802,[15175.74],6499.42,[8676.323],-0.000967249,0.046728585
,,,,,
803,[15184.263],6512.0894,[8672.178],-0.000951841,0.046731556
,,,,,
804,[15246.773],6575.993,[8670.781],-0.000875506,0.046751964
,,,,,
805,[15130.18],6450.5977,[8679.574],-0.000940008,0.046734676
,,,,,
806,[15206.687],6508.709,[8697.969],-0.000910492,0.046735605
,,,,,
807,[15106.056],6429.2734,[8676.804],-0.000936967,0.046713903
,,,,,
808,[15184.191],6502.621,[8681.572],-0.000905882,0.046731325
,,,,,
809,[15103.95],6415.313,[8688.631],-0.000833793,0.046729573
,,,,,
810,[14982.659],6319.7944,[8662.867],-0.000924905,0.046713658
,,,,,
811,[15017.843],6372.5176,[8645.327],-0.00083409,0.046722465
,,,,,
812,[15217.549],6553.0576,[8664.485],-0.000881484,0.046710028
,,,,,
813,[15073.654],6389.7817,[8683.871],-0.000777214,0.046727066
,,,,,
814,[15117.961],6436.996,[8680.96],-0.000818556,0.046705715
,,,,,
815,[15231.336],6551.057,[8680.286],-0.000797017,0.04669789
,,,,,
816,[15139.652],6465.0986,[8674.5625],-0.000889886,0.046683249
,,,,,
817,[15072.133],6407.914,[8664.234],-0.000924584,0.046673083
,,,,,
818,[15102.157],6446.2773,[8655.883],-0.000945674,0.046659711
,,,,,
819,[15154.424],6481.363,[8673.055],-0.000857929,0.046673857
,,,,,
820,[15313.476],6641.0596,[8672.428],-0.00083252,0.04667991
,,,,,
821,[15026.974],6360.0693,[8666.91],-0.00087197,0.046669346
,,,,,
822,[15065.391],6399.902,[8665.491],-0.000836294,0.046662027
,,,,,
823,[14955.414],6300.281,[8655.129],-0.000819167,0.046641217
,,,,,
824,[15081.194],6420.1284,[8661.067],-0.000845782,0.046636627
,,,,,
825,[14898.206],6251.1147,[8647.095],-0.000807602,0.046645328
,,,,,
826,[15230.3545],6569.4595,[8660.9],-0.00073943,0.046642214
,,,,,
827,[15130.975],6464.2,[8666.7705],-0.000877171,0.046603665
,,,,,
828,[15126.253],6464.0874,[8662.17],-0.000816511,0.046616443
,,,,,
829,[15223.661],6548.5415,[8675.118],-0.000831814,0.046626753
,,,,,
830,[15159.328],6496.7666,[8662.546],-0.00087438,0.04661526
,,,,,
831,[15149.748],6489.272,[8660.483],-0.000803397,0.04662651
,,,,,
832,[15125.881],6452.363,[8673.528],-0.000800787,0.046618382
,,,,,
833,[15098.003],6410.687,[8687.304],-0.000856743,0.04659325
,,,,,
834,[15078.367],6403.067,[8675.288],-0.000845966,0.046589962
,,,,,
835,[15195.566],6526.254,[8669.325],-0.000847488,0.046582456
,,,,,
836,[15116.907],6453.1772,[8663.724],-0.000823057,0.046592941
,,,,,
837,[15162.415],6485.229,[8677.176],-0.000876223,0.046585851
,,,,,
838,[15162.375],6476.4443,[8685.937],-0.000787266,0.046590192
,,,,,
839,[15133.797],6439.444,[8694.358],-0.000820129,0.046570515
,,,,,
840,[14994.327],6321.407,[8672.919],-0.00080748,0.046575171
,,,,,
841,[15134.12],6457.674,[8676.46],-0.000841526,0.046566934
,,,,,
842,[15169.166],6506.158,[8663.003],-0.000834742,0.046566421
,,,,,
843,[15277.539],6600.8105,[8676.737],-0.000824266,0.046560106
,,,,,
844,[15363.782],6677.242,[8686.538],-0.000865563,0.046560518
,,,,,
845,[15198.449],6519.174,[8679.269],-0.000837592,0.046558287
,,,,,
846,[14916.213],6244.2217,[8671.99],-0.000808224,0.04656202
,,,,,
847,[15186.88],6517.246,[8669.625],-0.000819181,0.046556593
,,,,,
848,[15118.111],6463.255,[8654.837],-0.000816011,0.046563077
,,,,,
849,[15091.968],6420.1577,[8671.811],-0.000849569,0.046542647
,,,,,
850,[15208.871],6550.183,[8658.694],-0.0008514,0.046538527
,,,,,
851,[15280.053],6617.2783,[8662.774],-0.000652309,0.046566788
,,,,,
852,[15097.803],6427.541,[8670.255],-0.000751238,0.046546214
,,,,,
853,[15132.468],6471.815,[8660.659],-0.000654961,0.046558532
,,,,,
854,[15134.512],6477.1416,[8657.377],-0.000806183,0.046527322
,,,,,
855,[15120.509],6462.4854,[8658.016],-0.000813269,0.046527327
,,,,,
856,[15115.776],6453.2207,[8662.554],-0.000809488,0.046521951
,,,,,
857,[15246.615],6574.606,[8672.015],-0.000741321,0.046528559
,,,,,
858,[15229.389],6542.0513,[8687.336],-0.000746435,0.046512677
,,,,,
859,[15074.234],6394.86,[8679.369],-0.000799243,0.046492513
,,,,,
860,[15109.24],6442.813,[8666.425],-0.000827617,0.046482298
,,,,,
861,[14984.779],6325.722,[8659.05],-0.000813652,0.046475103
,,,,,
862,[15031.842],6384.986,[8646.868],-0.000823517,0.046468582
,,,,,
863,[15181.955],6524.7974,[8657.169],-0.000761006,0.046471157
,,,,,
864,[15108.983],6455.8486,[8653.141],-0.000777045,0.046462122
,,,,,
865,[15136.866],6472.1094,[8664.763],-0.000732036,0.046471624
,,,,,
866,[15191.658],6550.5493,[8641.118],-0.000737861,0.046452186
,,,,,
867,[15164.878],6517.333,[8647.553],-0.000792509,0.046444059
,,,,,
868,[15152.507],6502.796,[8649.707],-0.000820407,0.046442044
,,,,,
869,[15107.007],6461.932,[8645.076],-0.000856346,0.046440469
,,,,,
870,[15078.631],6427.5645,[8651.071],-0.00080072,0.046444228
,,,,,
871,[15019.737],6354.663,[8665.084],-0.000734249,0.046433175
,,,,,
872,[15188.186],6515.4463,[8672.729],-0.00075752,0.04641965
,,,,,
873,[15147.515],6487.024,[8660.487],-0.000715788,0.046415309
,,,,,
874,[15112.3],6445.6245,[8666.683],-0.000728532,0.046410761
,,,,,
875,[15244.147],6594.933,[8649.211],-0.000781668,0.046402143
,,,,,
876,[15103.086],6439.8545,[8663.233],-0.000806241,0.046396901
,,,,,
877,[15151.481],6505.633,[8645.849],-0.000828187,0.046378044
,,,,,
878,[15232.303],6583.397,[8648.906],-0.000763303,0.046397736
,,,,,
879,[15114.925],6460.4194,[8654.495],-0.000790628,0.046382195
,,,,,
880,[15171.675],6520.533,[8651.145],-0.000795519,0.046377635
,,,,,
881,[15067.347],6389.0576,[8678.283],-0.000724931,0.04638443
,,,,,
882,[15152.901],6467.141,[8685.766],-0.000766059,0.046377207
,,,,,
883,[15151.87],6496.898,[8654.978],-0.000832422,0.046357799
,,,,,
884,[15164.978],6511.823,[8653.147],-0.00087931,0.046358319
,,,,,
885,[15171.297],6519.358,[8651.939],-0.000819239,0.046355669
,,,,,
886,[15121.066],6464.0063,[8657.065],-0.000842078,0.046353597
,,,,,
887,[15180.334],6513.275,[8667.061],-0.000814931,0.046366202
,,,,,
888,[15116.025],6442.655,[8673.36],-0.000714718,0.046360677
,,,,,
889,[15044.687],6376.564,[8668.13],-0.000730353,0.046355154
,,,,,
890,[15129.739],6459.474,[8670.273],-0.000742917,0.046351784
,,,,,
891,[15070.305],6409.5205,[8660.786],-0.000691912,0.046356153
,,,,,
892,[15207.988],6540.822,[8667.172],-0.000808825,0.046328786
,,,,,
893,[15269.704],6589.853,[8679.844],-0.000768935,0.046345845
,,,,,
894,[15274.968],6600.106,[8674.867],-0.000781534,0.046323822
,,,,,
895,[15120.4375],6448.2666,[8672.17],-0.000652445,0.046343116
,,,,,
896,[15051.054],6382.5674,[8668.475],-0.000712468,0.046312399
,,,,,
897,[15110.471],6456.369,[8654.105],-0.000667502,0.046313596
,,,,,
898,[15070.241],6404.015,[8666.219],-0.000659263,0.04632408
,,,,,
899,[15118.449],6451.591,[8666.852],-0.000608928,0.04632215
,,,,,
900,[15128.617],6479.2935,[8649.317],-0.000648104,0.04629662
,,,,,
901,[15093.504],6444.1587,[8649.343],-0.00071468,0.04628839
,,,,,
902,[15201.434],6554.327,[8647.104],-0.00061612,0.046312722
,,,,,
903,[15085.227],6424.864,[8660.365],-0.000709499,0.046289057
,,,,,
904,[15088.851],6435.128,[8653.728],-0.000661306,0.04629743
,,,,,
905,[14949.59],6287.0894,[8662.502],-0.000676248,0.04629663
,,,,,
906,[15014.9375],6355.8374,[8659.084],-0.000683532,0.046291187
,,,,,
907,[15037.792],6397.159,[8640.649],-0.000654146,0.046281572
,,,,,
908,[15044.347],6404.536,[8639.8125],-0.000704973,0.046271162
,,,,,
909,[15093.281],6454.2,[8639.076],-0.000597787,0.046302657
,,,,,
910,[15109.848],6452.2275,[8657.608],-0.000640881,0.046283724
,,,,,
911,[14950.465],6330.0874,[8620.388],-0.000771248,0.046265029
,,,,,
912,[14912.9],6293.0205,[8619.87],-0.00068975,0.046277443
,,,,,
913,[15173.791],6536.897,[8636.897],-0.000600882,0.046277343
,,,,,
914,[15267.002],6618.158,[8648.843],-0.000635863,0.046253657
,,,,,
915,[15009.776],6364.8276,[8644.955],-0.00069742,0.04624225
,,,,,
916,[14832.008],6204.201,[8627.796],-0.000739789,0.046231962
,,,,,
917,[15077.421],6448.644,[8628.781],-0.000668216,0.046264551
,,,,,
918,[14999.285],6358.1123,[8641.179],-0.000764162,0.046235199
,,,,,
919,[15174.014],6530.1763,[8643.854],-0.000655599,0.04625355
,,,,,
920,[15129.199],6487.5884,[8641.596],-0.000744094,0.04624122
,,,,,
921,[15152.067],6521.269,[8630.806],-0.000716499,0.046231335
,,,,,
922,[15049.701],6400.1416,[8649.554],-0.000693707,0.046227735
,,,,,
923,[15147.904],6503.014,[8644.887],-0.000686819,0.046234438
,,,,,
924,[15030.753],6390.3535,[8640.4],-0.000656782,0.046237472
,,,,,
925,[14993.365],6370.7856,[8622.595],-0.000724186,0.046211808
,,,,,
926,[15005.73],6380.905,[8624.833],-0.000602876,0.046230053
,,,,,
927,[15173.863],6548.1323,[8625.737],-0.000617134,0.046216447
,,,,,
928,[15157.782],6530.103,[8627.674],-0.000684212,0.046210322
,,,,,
929,[15002.895],6364.0107,[8638.874],-0.000779149,0.046193906
,,,,,
930,[15007.727],6373.422,[8634.308],-0.000697238,0.04621205
,,,,,
931,[15121.598],6479.852,[8641.738],-0.000611054,0.046213202
,,,,,
932,[14868.024],6225.8374,[8642.209],-0.00059483,0.046201929
,,,,,
933,[15067.373],6439.251,[8628.129],-0.00067847,0.046195912
,,,,,
934,[14951.267],6322.0073,[8629.258],-0.000709438,0.046192563
,,,,,
935,[15105.128],6474.068,[8631.063],-0.000615497,0.04619847
,,,,,
936,[14970.852],6317.6035,[8653.248],-0.000566642,0.046197017
,,,,,
937,[15129.503],6505.599,[8623.915],-0.000711178,0.04616813
,,,,,
938,[15113.125],6490.7676,[8622.359],-0.000648754,0.046164165
,,,,,
939,[15135.0625],6496.6504,[8638.41],-0.000578128,0.04618347
,,,,,
940,[14891.866],6241.2363,[8650.638],-0.000621512,0.046166991
,,,,,
941,[15183.204],6533.366,[8649.822],-0.000576896,0.046171473
,,,,,
942,[15209.553],6556.9175,[8652.64],-0.000584879,0.046167934
,,,,,
943,[15115.153],6483.762,[8631.403],-0.000711037,0.046147835
,,,,,
944,[15067.595],6444.484,[8623.118],-0.000713731,0.04616228
,,,,,
945,[14971.809],6347.518,[8624.29],-0.000776098,0.046153219
,,,,,
946,[15024.074],6404.045,[8620.021],-0.000767999,0.046149379
,,,,,
947,[15102.243],6463.3975,[8638.851],-0.000648089,0.046168128
,,,,,
948,[14926.104],6287.0166,[8639.081],-0.000656749,0.046148076
,,,,,
949,[15037.937],6418.477,[8619.467],-0.000666018,0.046148616
,,,,,
950,[15099.487],6459.1523,[8640.344],-0.000598756,0.046161822
,,,,,
951,[15004.044],6388.6807,[8615.348],-0.000737561,0.046137492
,,,,,
952,[15050.367],6416.345,[8634.0205],-0.000628024,0.04614674
,,,,,
953,[14961.89],6333.214,[8628.67],-0.000760402,0.046122068
,,,,,
954,[15037.02],6421.9155,[8615.103],-0.000528131,0.046158506
,,,,,
955,[15087.224],6446.21,[8641.013],-0.00059983,0.046132331
,,,,,
956,[15075.097],6425.621,[8649.478],-0.000573923,0.046145675
,,,,,
957,[14995.051],6356.7246,[8638.33],-0.000568959,0.046132663
,,,,,
958,[15108.227],6473.3965,[8634.821],-0.000552554,0.046116192
,,,,,
959,[15066.288],6434.321,[8631.969],-0.000509139,0.046113442
,,,,,
960,[15117.5205],6493.397,[8624.133],-0.000553779,0.046112267
,,,,,
961,[15145.868],6507.8354,[8638.04],-0.000544282,0.04612685
,,,,,
962,[15080.076],6435.577,[8644.505],-0.000696139,0.046109519
,,,,,
963,[15036.586],6399.4688,[8637.111],-0.000662082,0.046113753
,,,,,
964,[15119.271],6487.797,[8631.484],-0.000649712,0.046117004
,,,,,
965,[14947.717],6316.9746,[8630.73],-0.00066357,0.046111011
,,,,,
966,[15026.77],6395.1006,[8631.654],-0.000607499,0.046115793
,,,,,
967,[14881.6875],6248.084,[8633.608],-0.000592234,0.046105636
,,,,,
968,[15160.192],6532.8486,[8627.333],-0.000562453,0.046101836
,,,,,
969,[15062.0625],6428.3867,[8633.658],-0.000599566,0.046093144
,,,,,
970,[14813.904],6195.3066,[8618.607],-0.000593319,0.046085239
,,,,,
971,[14951.953],6337.9136,[8614.042],-0.000573803,0.046077317
,,,,,
972,[15035.572],6423.036,[8612.524],-0.000499303,0.046096273
,,,,,
973,[15001.491],6385.416,[8616.073],-0.000454144,0.046090477
,,,,,
974,[14938.453],6331.524,[8606.936],-0.00050225,0.046059659
,,,,,
975,[15054.639],6456.458,[8598.186],-0.000533327,0.046059097
,,,,,
976,[15042.675],6410.211,[8632.445],-0.000408807,0.046071202
,,,,,
977,[15166.627],6547.798,[8618.829],-0.00045122,0.046059926
,,,,,
978,[15006.362],6391.584,[8614.782],-0.000438726,0.046056432
,,,,,
979,[15024.55],6424.7715,[8599.791],-0.0006568,0.046036207
,,,,,
980,[14938.71],6347.302,[8591.412],-0.000500517,0.046049513
,,,,,
981,[15162.983],6565.63,[8597.352],-0.000368581,0.046076855
,,,,,
982,[14939.331],6319.764,[8619.558],-0.000486871,0.04604859
,,,,,
983,[14905.37],6301.0415,[8604.324],-0.00055181,0.046046941
,,,,,
984,[14840.378],6241.4087,[8598.969],-0.000475574,0.046049545
,,,,,
985,[15033.616],6418.439,[8615.182],-0.000501598,0.046045729
,,,,,
986,[15142.481],6522.125,[8620.366],-0.000535987,0.046037355
,,,,,
987,[15086.876],6457.9556,[8628.925],-0.000516498,0.046034675
,,,,,
988,[15031.32],6425.2603,[8606.059],-0.000539447,0.046017694
,,,,,
989,[15059.332],6455.904,[8603.434],-0.000440826,0.046039495
,,,,,
990,[14968.738],6356.717,[8612.027],-0.000515016,0.046013924
,,,,,
991,[14949.753],6349.907,[8599.85],-0.00050368,0.046008991
,,,,,
992,[15126.623],6512.1387,[8614.488],-0.000537012,0.046003312
,,,,,
993,[15064.707],6448.5703,[8616.15],-0.000531791,0.0460044
,,,,,
994,[14936.848],6318.891,[8617.967],-0.000464968,0.046004901
,,,,,
995,[15123.],6492.721,[8630.261],-0.000458657,0.046006034
,,,,,
996,[15014.011],6386.547,[8627.451],-0.000495113,0.045991315
,,,,,
997,[14835.259],6210.304,[8624.957],-0.0004967,0.045983867
,,,,,
998,[14967.466],6344.2896,[8623.177],-0.000440088,0.045986761
,,,,,
999,[14950.619],6339.409,[8611.224],-0.000401509,0.046000051
,,,,,
1000,[14925.6],6311.042,[8614.545],-0.000469741,0.045976695
