epoch,elbo,nll,kl,prior_std
1,[349394.25],76795.48,[272598.97],0.9417261901219821
2,[306153.53],34515.746,[271638.],0.8855728485621136
3,[296972.16],26415.236,[270557.],0.8315493477171231
4,[291558.56],22233.455,[269325.3],0.7796875003870909
5,[287325.75],19351.488,[267974.44],0.730008514555482
