epoch,elbo,nll,kl,prior_std
13500,[80.929886],78.871315,[2.05857],0.35075098,0.21707528126340983
13600,[74.86156],72.84081,[2.0207407],0.35075098,0.21702194479856052
13700,[71.02069],68.98915,[2.0315378],0.35075098,0.21696450326978395
13800,[83.82901],81.80018,[2.0288339],0.35075098,0.2169062787330913
13900,[74.28515],72.295456,[1.9896914],0.35075098,0.21685170964465017
14000,[78.00147],76.01507,[1.9864067],0.35075098,0.21679778540658404
14100,[73.6906],71.71578,[1.9748173],0.35075098,0.2167416027347845
14200,[88.04062],86.08788,[1.9527334],0.35075098,0.2166849009850848
14300,[76.24609],74.238235,[2.0078616],0.35075098,0.21662441637471314
14400,[79.768524],77.85247,[1.916056],0.35075098,0.21656818796274577
14500,[74.26006],72.288666,[1.9713962],0.35075098,0.21650828430681443
14600,[78.01709],75.98395,[2.0331402],0.35075098,0.21644837706222017
14700,[76.7759],74.76428,[2.0116181],0.35075098,0.2163930508782878
14800,[80.735825],78.68676,[2.0490625],0.35075098,0.2163298480688167
14900,[77.18853],75.18792,[2.0006084],0.35075098,0.2162763517985784
15000,[89.80319],87.82875,[1.9744438],0.35075098,0.2162211601409119
15100,[93.88565],91.93517,[1.9504747],0.35075098,0.21616531719919493
15200,[78.74563],76.80395,[1.9416817],0.35075098,0.2161093030677729
15300,[73.95692],72.10844,[1.84848],0.35075098,0.21605877241214058
15400,[78.65795],76.748,[1.90995],0.35075098,0.2160017557839621
15500,[82.31522],80.38995,[1.9252688],0.35075098,0.2159431629792402
15600,[82.59786],80.69692,[1.9009418],0.35075098,0.2158878688745965
15700,[79.55661],77.63003,[1.9265827],0.35075098,0.21582929341322865
15800,[75.42876],73.47879,[1.9499658],0.35075098,0.21576610299833132
15900,[76.41461],74.49842,[1.9161887],0.35075098,0.21571187998938648
16000,[93.629234],91.75954,[1.8696992],0.35075098,0.21565646499967764
16100,[95.12151],93.21337,[1.90814],0.35075098,0.21559668687020495
16200,[76.40376],74.47335,[1.9304123],0.35075098,0.21553851476750024
16300,[84.53772],82.628586,[1.9091315],0.35075098,0.2154819009216087
16400,[93.306015],91.3867,[1.919309],0.35075098,0.21542539199004712
16500,[83.337135],81.41039,[1.9267436],0.35075098,0.2153699010521001
16600,[71.184616],69.27052,[1.9140934],0.35075098,0.21531300132251585
16700,[70.868835],69.0031,[1.8657392],0.35075098,0.2152587657540959
16800,[84.61651],82.77781,[1.8387016],0.35075098,0.2152051400570864
16900,[124.29326],122.48248,[1.810777],0.35075098,0.21515077847236216
17000,[70.91644],69.10404,[1.8124006],0.35075098,0.21509326540906393
17100,[73.17243],71.32412,[1.8483123],0.35075098,0.21503630186449124
17200,[82.99458],81.17168,[1.8229055],0.35075098,0.2149803927157377
17300,[96.82789],95.08344,[1.7444465],0.35075098,0.21492966075088774
17400,[76.966644],75.18081,[1.7858387],0.35075098,0.21487420239634766
17500,[78.1806],76.42123,[1.759377],0.35075098,0.21481955836529415
17600,[72.95062],71.22282,[1.7278078],0.35075098,0.2147665342128043
17700,[80.97467],79.22927,[1.7453969],0.35075098,0.21471009303803268
17800,[81.09816],79.34831,[1.7498474],0.35075098,0.21465536790312403
17900,[74.15722],72.43572,[1.7214968],0.35075098,0.21460032716984156
18000,[88.30344],86.52313,[1.7803015],0.35075098,0.21454096682818463
18100,[98.663315],96.92482,[1.7384928],0.35075098,0.2144846572155303
18200,[78.08682],76.324646,[1.7621788],0.35075098,0.21442908999878138
18300,[82.13843],80.35385,[1.7845792],0.35075098,0.21437146325703266
18400,[89.88417],88.19795,[1.6862162],0.35075098,0.214318703977044
18500,[78.40166],76.73203,[1.6696233],0.35075098,0.21426228562892832
18600,[84.61961],82.92729,[1.6923223],0.35075098,0.21420624899199445
18700,[79.88529],78.135086,[1.7502046],0.35075098,0.21414901838054445
18800,[75.8581],74.14284,[1.7152598],0.35075098,0.21409451514644484
18900,[78.29372],76.56303,[1.7306874],0.35075098,0.21403727813985826
19000,[120.86311],119.04111,[1.8220081],0.35075098,0.21397593539060822
19100,[104.69557],102.93059,[1.7649814],0.35075098,0.21392040005455806
19200,[74.628204],72.915,[1.7132027],0.35075098,0.21386684692115307
19300,[72.51255],70.82112,[1.6914263],0.35075098,0.21381290587398782
19400,[81.065765],79.41283,[1.6529357],0.35075098,0.213758095516997
19500,[72.305084],70.64357,[1.661518],0.35075098,0.21370148908826778
19600,[82.221664],80.55167,[1.6699972],0.35075098,0.21364472300393847
19700,[79.187996],77.50414,[1.6838558],0.35075098,0.21358950626069628
19800,[75.65469],73.95621,[1.6984886],0.35075098,0.2135337689188672
19900,[73.76267],72.06474,[1.6979308],0.35075098,0.21348169965990435
20000,[76.802925],75.06077,[1.7421556],0.35075098,0.21342543870313138
