epoch,elbo,nll,kl,prior_std
44200,[5047.7256],17.138264,[5030.587],tensor(0.0500)
44300,[5075.393],45.20925,[5030.1836],tensor(0.0500)
44400,[5062.8994],33.17237,[5029.7275],tensor(0.0500)
44500,[5084.817],55.557823,[5029.259],tensor(0.0500)
44600,[5057.1777],28.34674,[5028.831],tensor(0.0500)
44700,[5065.434],36.975986,[5028.458],tensor(0.0500)
44800,[5049.7676],21.729774,[5028.038],tensor(0.0500)
44900,[5064.356],36.689674,[5027.666],tensor(0.0500)
45000,[5066.957],39.648167,[5027.3086],tensor(0.0500)
45100,[5040.8037],13.844391,[5026.96],tensor(0.0500)
45200,[5050.498],23.785767,[5026.712],tensor(0.0500)
45300,[5044.004],17.729517,[5026.2744],tensor(0.0500)
45400,[5054.9785],28.986431,[5025.992],tensor(0.0500)
45500,[5066.17],40.495155,[5025.675],tensor(0.0500)
45600,[5059.1445],33.85398,[5025.29],tensor(0.0500)
45700,[5049.126],24.19566,[5024.93],tensor(0.0500)
45800,[5060.3145],35.679016,[5024.6357],tensor(0.0500)
45900,[5050.0156],25.72458,[5024.291],tensor(0.0500)
46000,[5054.915],30.96836,[5023.9463],tensor(0.0500)
46100,[5063.3447],39.63899,[5023.706],tensor(0.0500)
46200,[5094.326],71.01424,[5023.3115],tensor(0.0500)
46300,[5052.284],29.262943,[5023.021],tensor(0.0500)
46400,[5057.6343],34.909172,[5022.725],tensor(0.0500)
46500,[5275.1104],252.67891,[5022.4316],tensor(0.0500)
46600,[5070.0684],47.9591,[5022.1094],tensor(0.0500)
46700,[5050.5254],28.690056,[5021.8354],tensor(0.0500)
46800,[5044.751],23.214495,[5021.536],tensor(0.0500)
46900,[5072.7563],51.51413,[5021.242],tensor(0.0500)
47000,[5039.909],18.955935,[5020.953],tensor(0.0500)
47100,[5045.881],25.197702,[5020.6836],tensor(0.0500)
47200,[5080.541],60.11708,[5020.424],tensor(0.0500)
47300,[5044.353],24.194233,[5020.1587],tensor(0.0500)
47400,[5043.6514],23.690857,[5019.9604],tensor(0.0500)
47500,[5056.407],36.733883,[5019.674],tensor(0.0500)
47600,[5154.288],134.92381,[5019.3643],tensor(0.0500)
47700,[5036.7676],17.651901,[5019.115],tensor(0.0500)
47800,[5039.437],20.62946,[5018.8076],tensor(0.0500)
47900,[5039.9336],21.44593,[5018.4873],tensor(0.0500)
48000,[5053.2783],35.13805,[5018.1396],tensor(0.0500)
48100,[5076.4785],58.528576,[5017.95],tensor(0.0500)
48200,[5073.832],56.208847,[5017.623],tensor(0.0500)
48300,[5041.873],24.532,[5017.3413],tensor(0.0500)
48400,[5048.397],31.356415,[5017.0405],tensor(0.0500)
48500,[5042.5615],25.769175,[5016.793],tensor(0.0500)
48600,[5040.7344],24.304611,[5016.43],tensor(0.0500)
48700,[5058.81],42.58995,[5016.22],tensor(0.0500)
48800,[5121.64],105.65352,[5015.9863],tensor(0.0500)
48900,[5105.57],89.75112,[5015.8184],tensor(0.0500)
49000,[5050.936],35.376648,[5015.5596],tensor(0.0500)
49100,[5040.8223],25.500063,[5015.3223],tensor(0.0500)
49200,[5054.8555],39.723656,[5015.132],tensor(0.0500)
49300,[5044.623],29.70974,[5014.913],tensor(0.0500)
49400,[5054.75],40.08922,[5014.6606],tensor(0.0500)
49500,[5041.3594],27.01619,[5014.343],tensor(0.0500)
49600,[5099.703],85.64718,[5014.056],tensor(0.0500)
49700,[5074.922],61.012604,[5013.909],tensor(0.0500)
49800,[5182.3813],168.69363,[5013.6875],tensor(0.0500)
49900,[5057.7217],44.283348,[5013.4385],tensor(0.0500)
50000,[5036.7275],23.527487,[5013.1997],tensor(0.0500)
