epoch,elbo,nll,kl,prior_std
100,[40701.055],0.29458052,[40700.758]
200,[38620.11],-31.005194,[38651.113]
300,[36592.844],-17.695982,[36610.54]
400,[34581.758],-2.2181425,[34583.973]
500,[32568.377],-3.9563255,[32572.332]
600,[30566.113],-16.017433,[30582.133]
700,[28640.615],26.809486,[28613.805]
800,[26655.096],-25.08224,[26680.18]
900,[24804.09],19.140625,[24784.95]
1000,[22976.55],50.334503,[22926.215]
1100,[21118.457],8.323841,[21110.133]
1200,[19407.945],65.49118,[19342.453]
1300,[17780.623],151.9417,[17628.682]
1400,[16033.617],49.872467,[15983.745]
1500,[14459.756],55.592392,[14404.164]
1600,[12903.145],-3.7659454,[12906.91]
1700,[11606.801],117.550964,[11489.25]
1800,[10196.631],26.863565,[10169.768]
1900,[9056.521],92.80592,[8963.715]
2000,[7898.713],20.699434,[7878.013]
2100,[7854.241],84.223755,[7770.0176]
2200,[7668.203],-2.2021594,[7670.4053]
2300,[7641.461],68.82712,[7572.634]
2400,[7532.293],55.85459,[7476.438]
2500,[7403.465],22.280241,[7381.1846]
2600,[7316.083],29.22106,[7286.8623]
2700,[7262.581],68.806244,[7193.775]
2800,[7130.1],28.723156,[7101.377]
2900,[7037.2056],27.769682,[7009.436]
3000,[6949.1914],30.997519,[6918.194]
3100,[6921.6514],94.2036,[6827.4478]
3200,[6843.994],105.84121,[6738.153]
3300,[6696.8564],46.34944,[6650.507]
3400,[6648.972],85.17726,[6563.795]
3500,[6583.322],103.65367,[6479.668]
3600,[6407.9814],12.664446,[6395.3164]
3700,[6315.2383],3.8931875,[6311.345]
3800,[6237.6113],10.333981,[6227.2773]
3900,[6211.229],67.06,[6144.169]
4000,[6147.1895],84.73647,[6062.453]
4100,[6255.593],201.76527,[6053.827]
4200,[6073.6426],27.878616,[6045.764]
4300,[6042.1133],4.3960915,[6037.7173]
4400,[6052.504],22.849867,[6029.6543]
4500,[6024.34],2.7119827,[6021.6274]
4600,[6156.079],142.51913,[6013.5596]
4700,[5998.4004],-7.094277,[6005.495]
4800,[6082.2993],84.90792,[5997.3916]
4900,[6002.557],13.289519,[5989.2676]
5000,[6018.718],37.43805,[5981.2793]
5100,[6001.589],28.306885,[5973.282]
5200,[6035.5996],70.29117,[5965.3086]
5300,[6058.2324],100.94714,[5957.285]
5400,[5990.59],41.31051,[5949.2793]
5500,[5989.586],48.27224,[5941.3135]
5600,[6138.6475],205.36984,[5933.278]
5700,[6176.2744],250.9773,[5925.297]
5800,[5951.6953],34.386604,[5917.3086]
5900,[5996.021],86.75936,[5909.2617]
6000,[5904.9375],3.736517,[5901.201]
6100,[6075.1655],174.82507,[5900.3403]
6200,[5900.449],0.9127464,[5899.536]
6300,[5933.6553],34.919357,[5898.7354]
6400,[5925.5674],27.634384,[5897.933]
6500,[5983.894],86.76942,[5897.1245]
6600,[5929.1855],32.862988,[5896.3223]
6700,[5939.5317],44.012672,[5895.519]
6800,[5919.7515],25.0362,[5894.7153]
6900,[5886.2124],-7.6947327,[5893.907]
7000,[5946.033],52.934105,[5893.099]
7100,[5934.3486],42.052094,[5892.297]
7200,[5950.4033],58.915268,[5891.488]
7300,[5926.927],36.245197,[5890.6816]
7400,[5947.5664],57.684124,[5889.8823]
7500,[5949.679],60.60099,[5889.078]
7600,[5908.0205],19.740974,[5888.2793]
7700,[6023.3047],135.81673,[5887.4883]
7800,[5900.8564],14.17029,[5886.6865]
7900,[6082.3643],196.47574,[5885.8887]
8000,[5927.1406],42.04982,[5885.091]
8100,[5951.203],66.19506,[5885.008]
8200,[5960.2246],75.29361,[5884.931]
8300,[5933.386],48.532806,[5884.8535]
8400,[5899.921],15.143919,[5884.777]
8500,[5951.4097],66.71091,[5884.6987]
8600,[5891.59],6.968871,[5884.6206]
8700,[5954.2686],69.72577,[5884.543]
8800,[5954.9277],70.462776,[5884.4653]
8900,[5940.6943],56.306168,[5884.388]
9000,[6063.7715],179.46014,[5884.3115]
9100,[5937.462],53.22728,[5884.2344]
9200,[5921.384],37.226185,[5884.158]
9300,[5917.29],33.208664,[5884.082]
9400,[5956.237],72.23095,[5884.006]
9500,[5916.111],32.18154,[5883.929]
9600,[5968.659],84.80679,[5883.8525]
9700,[6030.256],146.48053,[5883.7754]
9800,[5882.6094],-1.0894766,[5883.699]
9900,[5910.5303],26.9072,[5883.623]
10000,[5926.2617],42.714947,[5883.547]
