epoch,elbo,nll,kl,prior_std
1000,[10031.932],515.1931,[9516.738],1.1289987889769257,0.8772931458332662,1.1279367893700127
2000,[9435.967],665.3556,[8770.611],1.264049691531072,0.7635424898544096,1.2605191788017172
3000,[8419.336],369.4214,[8049.915],1.4057836490969315,0.660077405526287,1.3991522951895277
4000,[7743.844],397.16077,[7346.6836],1.5539372844697217,0.5672258062311745,1.543986876489688
5000,[6756.378],95.01764,[6661.3604],1.707805977219534,0.48485368103726023,1.6946283696623274
6000,[6066.5107],68.07849,[5998.4326],1.866475306506109,0.41258641293108667,1.8505369809330734
7000,[5499.459],129.1286,[5370.33],2.028846539509452,0.34989401399611314,2.0111643756298676
8000,[4842.286],50.661697,[4791.624],2.19352672640928,0.296161725751184,2.175981581184706
9000,[4363.3457],81.28323,[4282.0625],2.3587720089694977,0.2507031235803748,2.344527198426521
10000,[3889.0178],29.75037,[3859.2676],2.522543312225262,0.21276733568351142,2.516386547666642
11000,[3524.9927],3.4759922,[3521.5166],2.683776658084676,0.18131695795247213,2.6911806961505405
12000,[3343.0967],96.173004,[3246.9238],2.8429920484722717,0.15517601734294847,2.868649696523107
13000,[3077.6182],49.158295,[3028.46],2.998608941061543,0.13392247574631233,3.0484785175764406
14000,[2877.1548],20.20998,[2856.9448],3.1484048941411436,0.11763618422655338,3.2304031517330225
15000,[2744.3179],25.594143,[2718.7236],3.294342002199592,0.10684702875167079,3.4142495891792173
16000,[2643.3184],39.32431,[2603.9941],3.4484581431539962,0.10241163519082777,3.599785247688786
17000,[2523.3984],17.27338,[2506.125],3.622170529909712,0.10254768209319241,3.786754431204893
18000,[2451.6614],29.661018,[2422.0005],3.806653976128447,0.10465013879990251,3.9748740251019714
19000,[2367.364],15.702194,[2351.6619],3.994050921830452,0.10794347399875076,4.16390227522004
20000,[2390.2798],97.30052,[2292.9795],4.182393219374155,0.11209174633059313,4.353661246889548
21000,[2268.8096],24.774094,[2244.0356],4.371292996445431,0.11703701928063809,4.544040541655032
22000,[2229.0464],25.807667,[2203.2385],4.5606769439387245,0.12261191267304956,4.734958804278249
23000,[2188.9854],21.39835,[2167.587],4.750473361291147,0.1285020656098759,4.9263708892015785
24000,[2174.034],38.1078,[2135.9263],4.94075466367379,0.134732490192041,5.118232366015992
25000,[2126.9375],18.525372,[2108.412],5.131347111552648,0.14118594105425286,5.310483236805863
26000,[2114.6123],31.599777,[2083.0125],5.322314519745157,0.14779836202969865,5.503092246145481
27000,[2093.3926],34.023804,[2059.3687],5.51360271854193,0.15445775668189743,5.696047274861706
28000,[2062.094],24.414629,[2037.6794],5.705155588375509,0.16113335404481416,5.889298732889295
29000,[2041.5308],24.776096,[2016.7548],5.896918733280774,0.16781224031959263,6.082839284940854
30000,[2023.7776],26.29029,[1997.4873],6.088784566996171,0.17446790174241333,6.276626136314471
31000,[2066.4434],87.08691,[1979.3567],6.28071710441209,0.18107045543934527,6.470639576423682
32000,[2049.091],86.7052,[1962.3857],6.472721306797336,0.18769385971771085,6.664858684636968
33000,[1978.3375],31.466825,[1946.8706],6.664818855568328,0.1941998602004895,6.859260344134355
34000,[1946.3306],13.816723,[1932.5138],6.857083265470908,0.2007320512323383,7.053833676011057
35000,[1942.8855],23.333218,[1919.5522],7.049399718969238,0.20737295614818196,7.248540034775461
36000,[1941.0332],33.94323,[1907.09],7.242134490708654,0.2141037375518922,7.443395269341277
37000,[1904.7361],8.932762,[1895.8033],7.43499826113308,0.22104679694784893,7.638374149652228
38000,[1891.7612],6.49439,[1885.2668],7.628021595823981,0.22807564736098235,7.83348235691797
39000,[1915.7208],40.769753,[1874.951],7.8214297157536015,0.2352150102166885,8.028708304544672
40000,[1912.4402],46.96894,[1865.4712],8.015142766970667,0.2425350458562544,8.224053463105074
41000,[1876.9623],20.90426,[1856.0581],8.209026991941625,0.2500936529789227,8.419505838273347
42000,[1904.907],57.30793,[1847.5989],8.402961101340562,0.2576963551469161,8.61505798136428
43000,[1875.7021],36.36968,[1839.3325],8.597087030258757,0.26550982857533223,8.81071196604485
44000,[1840.1702],8.643539,[1831.5266],8.791616838608517,0.27333856986609667,9.006457735314644
45000,[1875.607],52.226112,[1823.381],8.98629928248663,0.28131684668653995,9.20230497078435
46000,[1832.1948],15.982342,[1816.2124],9.181030751504949,0.28945711827230847,9.398236215221655
47000,[1838.6678],29.503433,[1809.1644],9.375843444786145,0.2975209535085622,9.594242481619672
48000,[1877.6787],75.69671,[1801.9819],9.570787654749735,0.30565513565618285,9.790339005468725
49000,[1815.8525],20.61978,[1795.2328],9.765789811542206,0.3137648718182997,9.986515542467476
50000,[1795.4867],7.0648813,[1788.4219],9.960862259369646,0.32178012533774447,10.182768320211494
