epoch,elbo,nll,kl,prior_std
390,[5479.6504],845.84155,[4633.8086],0.0050223996,0.0534797402592291
391,[5452.531],825.1144,[4627.4165],0.0050223996,0.053488230153522096
392,[5452.419],831.38586,[4621.0327],0.0050223996,0.05349671813182599
393,[5442.6865],828.03357,[4614.653],0.0050223996,0.053505204196204054
394,[5468.99],860.7171,[4608.273],0.0050223996,0.05351368834766301
395,[5413.459],811.55774,[4601.901],0.0050223996,0.053522170587649
396,[5462.2627],866.7455,[4595.517],0.0050223996,0.0535306509170754
397,[5417.567],828.4137,[4589.1533],0.0050223996,0.053539129337385735
398,[5410.411],827.5956,[4582.8154],0.0050223996,0.05354760584941361
399,[5415.5566],839.0671,[4576.4897],0.0050223996,0.053556080454795235
400,[5413.406],843.242,[4570.164],0.0050223996,0.05356455315455355
401,[5395.6577],831.78394,[4563.8735],0.0050223996,0.053573023950531415
402,[5386.5527],828.9311,[4557.622],0.0050223996,0.05358149284521088
403,[5397.925],846.55396,[4551.3706],0.0050223996,0.05358995984098721
404,[5397.396],852.2691,[4545.127],0.0050223996,0.05359842493969082
405,[5385.5474],846.6423,[4538.9053],0.0050223996,0.05360688814290737
406,[5356.3965],823.6687,[4532.7275],0.0050223996,0.053615349452446726
407,[5378.9336],852.3745,[4526.559],0.0050223996,0.05362380887070761
408,[5351.506],831.11975,[4520.3857],0.0050223996,0.05363226639965567
409,[5339.1357],824.8937,[4514.242],0.0050223996,0.05364072204210067
410,[5331.754],823.6476,[4508.1064],0.0050223996,0.05364917580072992
411,[5349.385],847.3874,[4501.9976],0.0050223996,0.05365762767819819
412,[5326.1973],830.28125,[4495.916],0.0050223996,0.05366607767737894
413,[5342.696],852.8602,[4489.8354],0.0050223996,0.053674525800326126
414,[5331.6704],847.8958,[4483.7744],0.0050223996,0.05368297204936598
415,[5313.46],835.721,[4477.7393],0.0050223996,0.05369141642670783
416,[5317.254],845.5539,[4471.6997],0.0050223996,0.05369985893460374
417,[5293.8555],828.18353,[4465.672],0.0050223996,0.053708299574232066
418,[5290.05],830.3927,[4459.657],0.0050223996,0.05371673834811724
419,[5307.534],853.8785,[4453.6553],0.0050223996,0.05372517525738593
420,[5300.6006],852.9176,[4447.683],0.0050223996,0.053733610304199854
421,[5295.0977],853.366,[4441.732],0.0050223996,0.05374204348939758
422,[5261.2026],825.3968,[4435.8057],0.0050223996,0.053750474815867394
423,[5267.752],837.8649,[4429.8867],0.0050223996,0.05375890428471255
424,[5281.5503],857.5725,[4423.978],0.0050223996,0.05376733189927642
425,[5271.859],853.7697,[4418.0894],0.0050223996,0.053775757660103236
426,[5239.225],827.0177,[4412.207],0.0050223996,0.05378418157126329
427,[5219.246],812.91223,[4406.3335],0.0050223996,0.0537926036324651
428,[5217.281],816.8228,[4400.458],0.0050223996,0.053801023848978786
429,[5197.118],802.5355,[4394.5825],0.0050223996,0.053809442219796264
430,[5249.343],860.6352,[4388.7075],0.0050223996,0.05381785875065759
431,[5237.7188],854.8554,[4382.8633],0.0050223996,0.053826273439748176
432,[5204.0405],826.9984,[4377.042],0.0050223996,0.05383468629371355
433,[5203.422],832.1832,[4371.239],0.0050223996,0.053843097310340746
434,[5193.869],828.4197,[4365.4497],0.0050223996,0.053851506496837426
435,[5211.747],852.07886,[4359.668],0.0050223996,0.05385991385105407
436,[5191.9077],837.97986,[4353.9277],0.0050223996,0.05386831937892421
437,[5184.6924],836.4857,[4348.2065],0.0050223996,0.0538767230809845
438,[5197.0986],854.6028,[4342.4956],0.0050223996,0.053885124960825224
439,[5166.289],829.48083,[4336.808],0.0050223996,0.05389352502133742
440,[5187.701],856.5664,[4331.135],0.0050223996,0.05390192326428388
441,[5153.8755],828.39856,[4325.477],0.0050223996,0.053910319693345365
442,[5145.4746],825.6503,[4319.8237],0.0050223996,0.05391871430871046
443,[5155.9854],841.81085,[4314.175],0.0050223996,0.0539271071142271
444,[5149.3525],840.8158,[4308.5366],0.0050223996,0.05393549811026163
445,[5164.3965],861.4729,[4302.9233],0.0050223996,0.05394388729942602
446,[5142.5107],845.16296,[4297.348],0.0050223996,0.05395227468273164
447,[5138.282],846.477,[4291.8047],0.0050223996,0.05396066026192089
448,[5112.2153],825.93445,[4286.281],0.0050223996,0.053969044038742434
449,[5134.1055],853.35266,[4280.7524],0.0050223996,0.05397742601424724
450,[5109.164],833.9347,[4275.2295],0.0050223996,0.053985806190562
451,[5118.665],848.95166,[4269.7134],0.0050223996,0.05399418456844389
452,[5096.5186],832.2842,[4264.2344],0.0050223996,0.054002561150315036
453,[5086.7505],827.97925,[4258.771],0.0050223996,0.0540109359374496
454,[5079.4355],826.1504,[4253.2856],0.0050223996,0.05401930893173133
455,[5105.331],857.519,[4247.812],0.0050223996,0.05402768013497744
456,[5046.2373],803.9108,[4242.326],0.0050223996,0.05403604954863196
457,[5091.1714],854.33356,[4236.838],0.0050223996,0.05404441717434591
458,[5054.4775],823.0875,[4231.39],0.0050223996,0.05405278301413392
459,[5072.7695],846.8021,[4225.968],0.0050223996,0.05406114707101671
460,[5069.8257],849.26245,[4220.563],0.0050223996,0.05406950934780064
461,[5035.159],819.99286,[4215.1665],0.0050223996,0.05407786984753522
462,[5041.813],832.0423,[4209.7705],0.0050223996,0.05408622857232445
463,[5042.49],838.1236,[4204.367],0.0050223996,0.05409458552456242
464,[5065.242],866.2677,[4198.9746],0.0050223996,0.054102940705602925
465,[5024.719],831.0963,[4193.623],0.0050223996,0.05411129411797654
466,[4987.8247],799.5565,[4188.268],0.0050223996,0.054119645763763366
467,[5022.4004],839.4801,[4182.9204],0.0050223996,0.05412799564565827
468,[5017.2695],839.68933,[4177.58],0.0050223996,0.05413634376576559
469,[5014.253],841.9806,[4172.2725],0.0050223996,0.05414469012599818
470,[5003.042],836.0682,[4166.9736],0.0050223996,0.054153034728277635
471,[4989.534],827.8528,[4161.6816],0.0050223996,0.054161377574448104
472,[4969.775],813.3717,[4156.4033],0.0050223996,0.054169718666697855
473,[4983.787],832.68744,[4151.1],0.0050223996,0.05417805800640793
474,[4978.548],832.7511,[4145.797],0.0050223996,0.05418639559522349
475,[4987.9224],847.4179,[4140.5044],0.0050223996,0.054194731434239085
476,[4939.19],803.9667,[4135.223],0.0050223996,0.05420306552447035
477,[4965.7383],835.7854,[4129.953],0.0050223996,0.054211397867059294
478,[4966.045],841.35077,[4124.6943],0.0050223996,0.05421972846348029
479,[4962.9937],843.5394,[4119.454],0.0050223996,0.054228057314837486
480,[4938.534],824.2984,[4114.2363],0.0050223996,0.05423638442301475
481,[4950.9033],841.8731,[4109.0303],0.0050223996,0.054244709789387224
482,[4958.717],854.8738,[4103.8433],0.0050223996,0.054253033416001746
483,[4924.76],826.09735,[4098.662],0.0050223996,0.05426135530440686
484,[4937.007],843.51105,[4093.4958],0.0050223996,0.0542696754560875
485,[4922.3994],834.04626,[4088.3533],0.0050223996,0.054277993872357266
486,[4926.0254],842.78766,[4083.2375],0.0050223996,0.05428631055466872
487,[4943.763],865.62067,[4078.1426],0.0050223996,0.054294625505201186
488,[4911.4805],838.4446,[4073.0356],0.0050223996,0.054302938725268826
489,[4897.3096],829.3503,[4067.9595],0.0050223996,0.05431125021727511
490,[4885.699],822.80505,[4062.8938],0.0050223996,0.05431955998401272
491,[4890.0327],832.1975,[4057.8354],0.0050223996,0.05432786802772492
492,[4897.0684],844.2875,[4052.7812],0.0050223996,0.05433617435083815
493,[4873.788],826.03876,[4047.7495],0.0050223996,0.0543444789553342
494,[4862.826],820.08203,[4042.7441],0.0050223996,0.054352781844080156
495,[4882.914],845.17566,[4037.7383],0.0050223996,0.05436108301928959
496,[4857.109],824.3672,[4032.7417],0.0050223996,0.05436938248335275
497,[4851.676],823.91406,[4027.7622],0.0050223996,0.054377680238706996
498,[4852.297],829.51074,[4022.7861],0.0050223996,0.05438597628789919
499,[4870.0576],852.2426,[4017.8152],0.0050223996,0.05439427063310229
500,[4870.6245],857.7714,[4012.853],0.0050223996,0.05440256327596525
501,[4845.1006],837.1937,[4007.9067],0.0050223996,0.054410854217503045
502,[4859.823],856.8418,[4002.9814],0.0050223996,0.05441914345899726
503,[4857.492],859.41284,[3998.0796],0.0050223996,0.05442743100195127
504,[4841.2427],848.0511,[3993.1917],0.0050223996,0.05443571684759956
505,[4806.4023],818.0792,[3988.3232],0.0050223996,0.05444400099707226
506,[4832.1133],848.6565,[3983.4565],0.0050223996,0.05445228345201493
507,[4813.2607],834.6753,[3978.5857],0.0050223996,0.05446056421318922
508,[4803.714],830.01514,[3973.699],0.0050223996,0.054468843280978105
509,[4786.394],817.58417,[3968.8098],0.0050223996,0.054477120656046846
510,[4808.5166],844.5947,[3963.9219],0.0050223996,0.05448539633939859
511,[4800.502],841.45264,[3959.0493],0.0050223996,0.05449367033228601
512,[4811.0415],856.84985,[3954.1914],0.0050223996,0.054501942636285564
513,[4772.4326],823.08167,[3949.3506],0.0050223996,0.05451021325303913
514,[4797.706],853.197,[3944.5093],0.0050223996,0.05451848218411662
515,[4783.314],843.6344,[3939.6797],0.0050223996,0.05452674943063865
516,[4765.6143],830.7291,[3934.8848],0.0050223996,0.054535014994269854
517,[4760.494],830.3676,[3930.127],0.0050223996,0.05454327887749229
518,[4772.818],847.4276,[3925.3904],0.0050223996,0.054551541083266764
519,[4728.6865],808.02014,[3920.6665],0.0050223996,0.054559801614903855
520,[4763.417],847.4795,[3915.9375],0.0050223996,0.0545680604748377
521,[4763.2783],852.0808,[3911.1973],0.0050223996,0.05457631766536397
522,[4726.312],819.8294,[3906.4824],0.0050223996,0.05458457318766902
523,[4744.2314],842.4651,[3901.7666],0.0050223996,0.054592827043784306
524,[4747.709],850.6401,[3897.0686],0.0050223996,0.05460107923492025
525,[4728.3135],835.927,[3892.3867],0.0050223996,0.05460932976437334
526,[4731.739],844.03357,[3887.705],0.0050223996,0.054617578633329215
527,[4708.755],825.72986,[3883.0251],0.0050223996,0.054625825844567225
528,[4728.6865],850.3219,[3878.3643],0.0050223996,0.054634071398455164
529,[4723.829],850.0918,[3873.7373],0.0050223996,0.054642315298514876
530,[4721.33],852.2034,[3869.1267],0.0050223996,0.05465055754450121
531,[4700.4805],835.96045,[3864.5205],0.0050223996,0.054658798140149775
532,[4705.633],845.70496,[3859.9277],0.0050223996,0.05466703708390254
533,[4690.9863],835.6333,[3855.3533],0.0050223996,0.05467527438047655
534,[4685.595],834.808,[3850.787],0.0050223996,0.0546835100278827
535,[4701.196],854.94855,[3846.2473],0.0050223996,0.05469174403268391
536,[4696.7764],855.05176,[3841.7246],0.0050223996,0.0546999763931072
537,[4640.001],802.79944,[3837.2017],0.0050223996,0.054708207115592655
538,[4673.547],840.88104,[3832.666],0.0050223996,0.054716436197854906
539,[4675.131],847.00806,[3828.123],0.0050223996,0.05472466364601262
540,[4655.629],832.0242,[3823.6045],0.0050223996,0.05473288945853416
541,[4644.0176],824.92725,[3819.09],0.0050223996,0.0547411136397235
542,[4637.615],823.02545,[3814.59],0.0050223996,0.05474933618992743
543,[4656.1313],846.0261,[3810.105],0.0050223996,0.05475755711207217
544,[4635.1543],829.5298,[3805.6245],0.0050223996,0.05476577640880289
545,[4654.2817],853.1333,[3801.1484],0.0050223996,0.05477399408116843
546,[4627.203],830.52826,[3796.6748],0.0050223996,0.05478221013199354
547,[4623.3916],831.1638,[3792.228],0.0050223996,0.05479042456163366
548,[4602.86],815.0852,[3787.775],0.0050223996,0.05479863737359604
549,[4605.455],822.1593,[3783.296],0.0050223996,0.05480684856800754
550,[4622.1235],843.3108,[3778.813],0.0050223996,0.05481505814744961
551,[4614.5713],840.219,[3774.352],0.0050223996,0.05482326611280406
552,[4598.481],828.54565,[3769.935],0.0050223996,0.05483147246616822
553,[4596.2793],830.75543,[3765.5237],0.0050223996,0.054839677209626014
554,[4592.008],830.879,[3761.129],0.0050223996,0.054847880345551034
555,[4583.378],826.636,[3756.7417],0.0050223996,0.054856081877043626
556,[4600.5776],848.2148,[3752.363],0.0050223996,0.0548642818059244
557,[4576.1885],828.18536,[3748.0027],0.0050223996,0.05487248013513355
558,[4556.59],812.93585,[3743.654],0.0050223996,0.05488067686609723
559,[4571.8257],832.51373,[3739.3118],0.0050223996,0.054888872001359904
560,[4575.5664],840.5901,[3734.9763],0.0050223996,0.05489706554207298
561,[4552.3394],821.68384,[3730.6558],0.0050223996,0.05490525749008505
562,[4587.1426],860.8064,[3726.3362],0.0050223996,0.05491344784659198
563,[4571.8516],849.81506,[3722.0366],0.0050223996,0.05492163661275257
564,[4562.465],844.71545,[3717.7495],0.0050223996,0.05492982378967945
565,[4554.334],840.8581,[3713.476],0.0050223996,0.054938009378367195
566,[4527.8438],818.6384,[3709.205],0.0050223996,0.05494619338015784
567,[4520.0063],815.07153,[3704.935],0.0050223996,0.05495437579634832
568,[4555.8794],855.21985,[3700.6597],0.0050223996,0.05496255662863252
569,[4565.541],869.13885,[3696.4023],0.0050223996,0.054970735878462754
570,[4570.4316],878.2661,[3692.1655],0.0050223996,0.05497891354722785
571,[4524.664],836.71857,[3687.9453],0.0050223996,0.05498708963518715
572,[4508.1123],824.375,[3683.7373],0.0050223996,0.05499526414310171
573,[4528.4185],848.89514,[3679.5234],0.0050223996,0.05500343707184893
574,[4524.705],849.39136,[3675.3137],0.0050223996,0.05501160842243244
575,[4494.3936],823.2687,[3671.125],0.0050223996,0.05501977819631894
576,[4524.5703],857.62085,[3666.9495],0.0050223996,0.05502794639607343
577,[4498.3887],835.60583,[3662.7827],0.0050223996,0.05503611302469209
578,[4501.917],843.30566,[3658.6113],0.0050223996,0.05504427808431238
579,[4481.578],827.1259,[3654.4524],0.0050223996,0.0550524415768647
580,[4478.9],828.6116,[3650.2886],0.0050223996,0.0550606035039377
581,[4499.084],852.96063,[3646.1235],0.0050223996,0.0550687638671256
582,[4469.3193],827.35864,[3641.9604],0.0050223996,0.055076922668046875
583,[4457.771],819.96906,[3637.8018],0.0050223996,0.05508507990843266
584,[4461.0366],827.37695,[3633.6597],0.0050223996,0.05509323559021146
585,[4456.691],827.1723,[3629.5186],0.0050223996,0.05510138971509211
586,[4475.3916],850.01953,[3625.372],0.0050223996,0.055109542284722784
587,[4457.0396],835.7988,[3621.2407],0.0050223996,0.055117693300471324
588,[4447.8154],830.6813,[3617.1343],0.0050223996,0.055125842764103684
589,[4432.577],819.5442,[3613.033],0.0050223996,0.05513399067775407
590,[4449.6733],840.72406,[3608.9492],0.0050223996,0.05514213704406473
591,[4453.6353],848.7589,[3604.8762],0.0050223996,0.05515028186527575
592,[4451.9434],851.12573,[3600.8174],0.0050223996,0.055158425143067846
593,[4432.1904],835.41833,[3596.7725],0.0050223996,0.055166566879224235
594,[4450.469],857.7318,[3592.7378],0.0050223996,0.055174707075551194
595,[4444.4307],855.728,[3588.7021],0.0050223996,0.05518284573336302
596,[4437.523],852.8319,[3584.6914],0.0050223996,0.055190982853884435
597,[4426.6665],845.9827,[3580.6838],0.0050223996,0.0551991184382271
598,[4423.791],847.1062,[3576.6846],0.0050223996,0.05520725248787725
599,[4373.7793],801.0736,[3572.7053],0.0050223996,0.055215385004161927
600,[4405.9214],837.1985,[3568.7227],0.0050223996,0.05522351598954975
601,[4376.782],812.058,[3564.724],0.0050223996,0.05523164544510878
602,[4427.421],866.7165,[3560.7046],0.0050223996,0.05523977337151493
603,[4407.4526],850.73004,[3556.7227],0.0050223996,0.05524789976984658
604,[4382.8125],830.05054,[3552.7622],0.0050223996,0.05525602464161046
605,[4393.942],845.14905,[3548.793],0.0050223996,0.055264147987462015
606,[4397.0854],852.2518,[3544.8335],0.0050223996,0.05527226980896409
607,[4350.64],809.7484,[3540.8918],0.0050223996,0.055280390107025
608,[4385.9956],849.0256,[3536.9702],0.0050223996,0.05528850888444155
609,[4355.008],821.9547,[3533.0532],0.0050223996,0.05529662614378475
610,[4366.9077],837.7804,[3529.1272],0.0050223996,0.055304741888274556
611,[4361.8516],836.63116,[3525.22],0.0050223996,0.05531285612024187
612,[4379.3613],858.04034,[3521.3213],0.0050223996,0.055320968842868745
613,[4353.0977],835.67035,[3517.4272],0.0050223996,0.05532908005704233
614,[4347.4316],833.8946,[3513.5369],0.0050223996,0.055337189765295544
615,[4338.825],829.1782,[3509.647],0.0050223996,0.05534529796780083
616,[4338.88],833.1091,[3505.7705],0.0050223996,0.05535340466788026
617,[4333.1147],831.22284,[3501.8916],0.0050223996,0.05536150986621491
618,[4338.34],840.3083,[3498.0315],0.0050223996,0.055369613566136025
619,[4324.9634],830.7908,[3494.1724],0.0050223996,0.055377715767765665
620,[4334.6943],844.37933,[3490.3154],0.0050223996,0.055385816473782615
621,[4302.176],815.7048,[3486.4707],0.0050223996,0.05539391568335181
622,[4310.706],828.0636,[3482.6426],0.0050223996,0.05540201339990971
623,[4325.8535],847.03284,[3478.8208],0.0050223996,0.05541010962317872
624,[4314.4614],839.5071,[3474.9546],0.0050223996,0.05541820435497434
625,[4291.104],819.99304,[3471.1108],0.0050223996,0.05542629759318855
626,[4315.708],848.4316,[3467.2766],0.0050223996,0.05543438934072563
627,[4294.7754],831.2934,[3463.482],0.0050223996,0.05544247959699405
628,[4287.341],827.65283,[3459.6882],0.0050223996,0.0554505683665057
629,[4303.9634],848.06104,[3455.9023],0.0050223996,0.05545865564842761
630,[4286.6465],834.511,[3452.1357],0.0050223996,0.055466741446612
631,[4302.4214],854.04553,[3448.376],0.0050223996,0.05547482575956139
632,[4310.04],865.4055,[3444.6345],0.0050223996,0.05548290859079546
633,[4266.2583],825.3516,[3440.9067],0.0050223996,0.05549098993933805
634,[4266.193],829.03064,[3437.162],0.0050223996,0.05549906980837072
635,[4258.422],824.98413,[3433.4375],0.0050223996,0.055507148197996556
636,[4304.0957],874.39905,[3429.6968],0.0050223996,0.055515225111403874
637,[4257.161],831.2137,[3425.9475],0.0050223996,0.05552330054797057
638,[4268.7017],846.4778,[3422.2239],0.0050223996,0.055531374509934166
639,[4270.657],852.1416,[3418.5154],0.0050223996,0.055539446997844896
640,[4243.5654],828.7407,[3414.825],0.0050223996,0.05554751801424074
641,[4231.2217],820.0963,[3411.1255],0.0050223996,0.05555558756000642
642,[4240.71],833.2708,[3407.4392],0.0050223996,0.05556365563712656
643,[4244.157],840.3853,[3403.772],0.0050223996,0.05557172224742089
644,[4230.0083],829.895,[3400.1133],0.0050223996,0.05557978739176518
645,[4226.097],829.64355,[3396.4536],0.0050223996,0.05558785107134264
646,[4212.223],819.41327,[3392.8098],0.0050223996,0.05559591328727597
647,[4231.5156],842.3646,[3389.151],0.0050223996,0.05560397404126825
648,[4210.2754],824.77625,[3385.499],0.0050223996,0.055612033334442486
649,[4255.7925],873.9498,[3381.8425],0.0050223996,0.05562009116811352
650,[4206.3906],828.1869,[3378.2039],0.0050223996,0.05562814754295374
651,[4217.038],842.4489,[3374.5894],0.0050223996,0.05563620246098425
652,[4205.7334],834.7548,[3370.9783],0.0050223996,0.05564425592395333
653,[4220.03],852.6492,[3367.3806],0.0050223996,0.055652307934498324
654,[4200.3467],836.5396,[3363.8074],0.0050223996,0.05566035849482011
655,[4179.133],818.8873,[3360.2456],0.0050223996,0.055668407607972
656,[4201.0205],844.34674,[3356.6738],0.0050223996,0.055676455275835576
657,[4215.26],862.1697,[3353.0903],0.0050223996,0.05568450149999765
658,[4172.0728],822.5836,[3349.4893],0.0050223996,0.05569254628050663
659,[4193.055],847.14655,[3345.9087],0.0050223996,0.05570058961858225
660,[4188.7803],846.4296,[3342.3506],0.0050223996,0.05570863151549871
661,[4163.6543],824.8476,[3338.8066],0.0050223996,0.055716671973119886
662,[4165.627],830.3705,[3335.2563],0.0050223996,0.055724710992912985
663,[4180.2246],848.5205,[3331.7043],0.0050223996,0.055732748576155705
664,[4163.532],835.3658,[3328.1665],0.0050223996,0.05574078472427546
665,[4162.306],837.6578,[3324.6484],0.0050223996,0.055748819438801986
666,[4165.116],843.9743,[3321.1416],0.0050223996,0.05575685272156956
667,[4149.288],831.667,[3317.6206],0.0050223996,0.05576488457394044
668,[4155.9424],841.8379,[3314.104],0.0050223996,0.0557729149969365
669,[4153.1133],842.4767,[3310.6367],0.0050223996,0.05578094399332049
670,[4132.7246],825.54926,[3307.1755],0.0050223996,0.05578897156536816
671,[4137.2363],833.51184,[3303.724],0.0050223996,0.05579699771521272
672,[4122.7627],822.49475,[3300.268],0.0050223996,0.055805022445301986
673,[4127.825],831.0136,[3296.8115],0.0050223996,0.05581304575764751
674,[4110.0483],816.68414,[3293.3643],0.0050223996,0.05582106765439446
675,[4130.793],840.8834,[3289.9097],0.0050223996,0.05582908813759929
676,[4118.3623],831.88074,[3286.482],0.0050223996,0.05583710720996779
677,[4156.0854],873.01355,[3283.072],0.0050223996,0.05584512487390284
678,[4135.2456],855.5762,[3279.6694],0.0050223996,0.05585314113073834
679,[4116.7026],840.42487,[3276.2778],0.0050223996,0.0558611559817572
680,[4118.4043],845.54126,[3272.863],0.0050223996,0.05586916942737938
681,[4109.525],840.06934,[3269.4556],0.0050223996,0.055877181468766475
682,[4091.7175],825.6765,[3266.041],0.0050223996,0.05588519210647204
683,[4113.0645],850.4364,[3262.6282],0.0050223996,0.05589320134113433
684,[4088.5908],829.3618,[3259.229],0.0050223996,0.055901209173324404
685,[4087.6733],831.81775,[3255.8555],0.0050223996,0.05590921560488431
686,[4077.7427],825.25165,[3252.4912],0.0050223996,0.055917220637978174
687,[4111.374],862.2614,[3249.1123],0.0050223996,0.055925224275033325
688,[4072.1016],826.3799,[3245.7217],0.0050223996,0.05593322651696493
689,[4089.8496],847.5198,[3242.33],0.0050223996,0.05594122736532613
690,[4099.627],860.6926,[3238.934],0.0050223996,0.05594922682045795
691,[4056.9048],821.36053,[3235.5444],0.0050223996,0.05595722488316704
692,[4077.6533],845.4759,[3232.1772],0.0050223996,0.0559652215542116
693,[4060.336],831.49805,[3228.838],0.0050223996,0.055973216836020634
694,[4082.8875],857.377,[3225.5103],0.0050223996,0.05598121072969375
695,[4078.901],856.7019,[3222.1987],0.0050223996,0.0559892032376023
696,[4069.8376],850.9322,[3218.9058],0.0050223996,0.055997194360639685
697,[4043.9229],828.2981,[3215.6245],0.0050223996,0.05600518410184038
698,[4035.0508],822.71655,[3212.3345],0.0050223996,0.056013172461616585
699,[4068.7485],859.7144,[3209.0342],0.0050223996,0.05602115944304638
700,[4029.9124],824.18665,[3205.7256],0.0050223996,0.05602914504500507
701,[4053.524],851.0884,[3202.4355],0.0050223996,0.05603712927074521
702,[4040.5952],841.42535,[3199.1697],0.0050223996,0.05604511211987914
703,[4036.8594],840.9506,[3195.9087],0.0050223996,0.05605309359717435
704,[4038.7395],846.08746,[3192.6519],0.0050223996,0.056061073700867346
705,[4034.9473],845.5458,[3189.4014],0.0050223996,0.05606905243592403
706,[4018.7812],832.6078,[3186.1733],0.0050223996,0.05607702979946484
707,[4017.788],834.8528,[3182.9353],0.0050223996,0.05608500579815717
708,[4002.3096],822.5971,[3179.7124],0.0050223996,0.056092980427728825
709,[4002.1147],825.6019,[3176.5127],0.0050223996,0.05610095369555499
710,[4014.413],841.0813,[3173.3318],0.0050223996,0.05610892559930815
711,[4028.5051],858.3471,[3170.1577],0.0050223996,0.0561168961454826
712,[4006.6604],839.67505,[3166.9854],0.0050223996,0.05612486533437995
713,[3994.9565],831.15234,[3163.8042],0.0050223996,0.05613283316881437
714,[4010.997],850.37756,[3160.6196],0.0050223996,0.056140799650695794
715,[3997.041],839.6019,[3157.439],0.0050223996,0.05614876477964177
716,[3996.4087],842.1277,[3154.2812],0.0050223996,0.0561567285590297
717,[3988.2903],837.18134,[3151.109],0.0050223996,0.05616469098750702
718,[3987.7915],839.8705,[3147.921],0.0050223996,0.0561726520673496
719,[3978.6606],833.9333,[3144.7275],0.0050223996,0.056180611797969474
720,[3972.4001],830.87695,[3141.5234],0.0050223996,0.05618857018059581
721,[3962.6187],824.2902,[3138.3284],0.0050223996,0.056196527215492856
722,[3960.157],825.036,[3135.121],0.0050223996,0.05620448290276503
723,[3979.7556],847.84406,[3131.9116],0.0050223996,0.05621243724323312
724,[3972.5715],843.84326,[3128.728],0.0050223996,0.056220390236931594
725,[3966.1814],840.63,[3125.5513],0.0050223996,0.05622834188611602
726,[3956.8267],834.45264,[3122.374],0.0050223996,0.05623629219085376
727,[3936.8145],817.6118,[3119.2026],0.0050223996,0.05624424115279418
728,[3963.1807],847.1553,[3116.0254],0.0050223996,0.05625218877292614
729,[3946.4927],833.6218,[3112.8706],0.0050223996,0.056260135053329635
730,[3955.0002],845.273,[3109.727],0.0050223996,0.05626807999587731
731,[3922.291],815.709,[3106.582],0.0050223996,0.0562760236017774
732,[3944.8733],841.4397,[3103.4336],0.0050223996,0.05628396587270893
733,[3938.849],838.53735,[3100.3115],0.0050223996,0.05629190680992508
734,[3948.562],851.3558,[3097.206],0.0050223996,0.05629984641589876
735,[3930.183],836.072,[3094.111],0.0050223996,0.056307784691929305
736,[3915.5447],824.51843,[3091.0264],0.0050223996,0.056315721639999636
737,[3920.018],832.0541,[3087.9639],0.0050223996,0.05632365726213296
738,[3926.8384],841.9441,[3084.8945],0.0050223996,0.056331591560413743
739,[3918.557],836.75275,[3081.8042],0.0050223996,0.05633952453565752
740,[3920.2048],841.511,[3078.6938],0.0050223996,0.0563474561880401
741,[3930.2515],854.6377,[3075.6138],0.0050223996,0.05635538651882632
742,[3905.763],833.21265,[3072.5503],0.0050223996,0.05636331552898298
743,[3905.8252],836.3552,[3069.4697],0.0050223996,0.05637124321877876
744,[3913.9219],847.5022,[3066.4194],0.0050223996,0.0563791695890085
745,[3896.407],833.0247,[3063.3823],0.0050223996,0.05638709464132391
746,[3897.3745],837.0294,[3060.3452],0.0050223996,0.056395018377615805
747,[3897.8257],840.50836,[3057.3174],0.0050223996,0.05640294080026431
748,[3893.5251],839.22424,[3054.301],0.0050223996,0.05641086191190951
749,[3881.4268],830.1428,[3051.2842],0.0050223996,0.05641878171502322
750,[3889.5312],841.25476,[3048.2764],0.0050223996,0.05642670021213096
751,[3901.3528],856.0737,[3045.279],0.0050223996,0.05643461740538266
752,[3881.308],839.0346,[3042.2734],0.0050223996,0.05644253329608366
753,[3864.9668],825.706,[3039.2607],0.0050223996,0.05645044788500217
754,[3888.7822],852.52,[3036.2622],0.0050223996,0.056458361173194055
755,[3873.7327],840.4617,[3033.271],0.0050223996,0.056466273161625745
756,[3851.5566],821.26807,[3030.2886],0.0050223996,0.05647418385137172
757,[3867.1033],839.79517,[3027.308],0.0050223996,0.056482093243250826
758,[3866.017],841.66675,[3024.3503],0.0050223996,0.05649000133847417
759,[3876.592],855.175,[3021.4172],0.0050223996,0.05649790813875332
760,[3867.19],848.69666,[3018.4934],0.0050223996,0.05650581364598413
761,[3859.6248],844.0578,[3015.567],0.0050223996,0.056513717861258694
762,[3856.9946],844.3479,[3012.6467],0.0050223996,0.056521620785153354
763,[3850.5981],840.86017,[3009.7383],0.0050223996,0.056529522418549166
764,[3834.7568],827.92755,[3006.829],0.0050223996,0.05653742276259391
765,[3839.8467],835.9308,[3003.916],0.0050223996,0.05654532181841668
766,[3829.669],828.66815,[3001.0007],0.0050223996,0.05655321958787938
767,[3821.0244],822.965,[2998.059],0.0050223996,0.05656111607180275
768,[3830.104],834.97705,[2995.1272],0.0050223996,0.056569011271927525
769,[3837.296],845.1076,[2992.188],0.0050223996,0.05657690518894876
770,[3797.2148],807.95215,[2989.2627],0.0050223996,0.05658479782341119
771,[3820.6956],834.3334,[2986.3623],0.0050223996,0.056592689177041564
772,[3819.1829],835.71216,[2983.4707],0.0050223996,0.0566005792519773
773,[3812.3696],831.7797,[2980.5898],0.0050223996,0.05660846805035344
774,[3815.2183],837.5084,[2977.7095],0.0050223996,0.056616355574644776
775,[3814.5703],839.7398,[2974.8306],0.0050223996,0.05662424182694654
